,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
78580,Karnataka,YADGIR,2014,Summer     ,Sunflower,0.014,0.005
78582,Karnataka,YADGIR,2014,Whole Year ,Sugarcane,0.862,78.614
78681,Kerala,ALAPPUZHA,2006,Autumn     ,Rice,7.594,22.287
78682,Kerala,ALAPPUZHA,2006,Kharif     ,Sesamum,0.192,0.072
78683,Kerala,ALAPPUZHA,2006,Summer     ,Rice,9.77,27.762
78684,Kerala,ALAPPUZHA,2006,Whole Year ,Banana,0.601,4.31
78685,Kerala,ALAPPUZHA,2006,Whole Year ,Black pepper,1.872,0.232
78686,Kerala,ALAPPUZHA,2006,Whole Year ,Ginger,0.066,0.163
78687,Kerala,ALAPPUZHA,2006,Whole Year ,Sugarcane,0.048,2.86
78688,Kerala,ALAPPUZHA,2006,Whole Year ,Sweet potato,0.006,0.072
78691,Kerala,ALAPPUZHA,2006,Winter     ,Rice,13.696,40.111
78692,Kerala,ALAPPUZHA,2007,Autumn     ,Rice,7.991,14.128
78693,Kerala,ALAPPUZHA,2007,Kharif     ,Ragi,0.001,0.001
78694,Kerala,ALAPPUZHA,2007,Kharif     ,Sesamum,0.061,0.012
78695,Kerala,ALAPPUZHA,2007,Summer     ,Rice,15.291,26.776
78696,Kerala,ALAPPUZHA,2007,Whole Year ,Banana,0.635,4.072
78697,Kerala,ALAPPUZHA,2007,Whole Year ,Black pepper,1.79,0.207
78698,Kerala,ALAPPUZHA,2007,Whole Year ,Ginger,0.094,0.172
78699,Kerala,ALAPPUZHA,2007,Whole Year ,Sugarcane,0.025,1.87
78700,Kerala,ALAPPUZHA,2007,Whole Year ,Sweet potato,0.006,0.072
78703,Kerala,ALAPPUZHA,2007,Winter     ,Rice,10.053,21.366
78704,Kerala,ALAPPUZHA,2008,Autumn     ,Rice,8.755,26.254
78705,Kerala,ALAPPUZHA,2008,Kharif     ,Sesamum,0.093,0.078
78706,Kerala,ALAPPUZHA,2008,Summer     ,Rice,18.121,55.997
78707,Kerala,ALAPPUZHA,2008,Whole Year ,Banana,0.563,3.79
78708,Kerala,ALAPPUZHA,2008,Whole Year ,Black pepper,1.357,0.126
78709,Kerala,ALAPPUZHA,2008,Whole Year ,Ginger,0.081,0.203
78710,Kerala,ALAPPUZHA,2008,Whole Year ,Sugarcane,0.06,5.53
78711,Kerala,ALAPPUZHA,2008,Whole Year ,Sweet potato,0.007,0.084
78714,Kerala,ALAPPUZHA,2008,Winter     ,Rice,7.267,21.999
78715,Kerala,ALAPPUZHA,2009,Autumn     ,Rice,9.128,28.912
78716,Kerala,ALAPPUZHA,2009,Kharif     ,Sesamum,0.238,0.05
78717,Kerala,ALAPPUZHA,2009,Summer     ,Rice,16.82,46.392
78718,Kerala,ALAPPUZHA,2009,Whole Year ,Banana,0.538,4.322
78719,Kerala,ALAPPUZHA,2009,Whole Year ,Black pepper,1.387,0.134
78720,Kerala,ALAPPUZHA,2009,Whole Year ,Ginger,0.061,0.168
78721,Kerala,ALAPPUZHA,2009,Whole Year ,Sugarcane,0.066,5.79
78722,Kerala,ALAPPUZHA,2009,Whole Year ,Sweet potato,0.004,0.048
78725,Kerala,ALAPPUZHA,2009,Winter     ,Rice,7.492,22.672
78726,Kerala,ALAPPUZHA,2010,Autumn     ,Rice,10.445219999999999,23.85573
78727,Kerala,ALAPPUZHA,2010,Kharif     ,Sesamum,0.04305,0.0057
78728,Kerala,ALAPPUZHA,2010,Summer     ,Rice,22.7446,58.23449
78729,Kerala,ALAPPUZHA,2010,Whole Year ,Banana,0.66015,5.20236
78730,Kerala,ALAPPUZHA,2010,Whole Year ,Black pepper,1.50615,0.15073
78731,Kerala,ALAPPUZHA,2010,Whole Year ,Ginger,0.08746,0.26371
78732,Kerala,ALAPPUZHA,2010,Whole Year ,Sugarcane,0.05425,4.752
78735,Kerala,ALAPPUZHA,2010,Winter     ,Rice,3.86968,9.23454
78736,Kerala,ALAPPUZHA,2011,Autumn     ,Rice,9.96603,30.52244
78737,Kerala,ALAPPUZHA,2011,Kharif     ,Sesamum,0.01393,0.00458
78738,Kerala,ALAPPUZHA,2011,Summer     ,Rice,17.169790000000003,53.15699
78739,Kerala,ALAPPUZHA,2011,Whole Year ,Banana,0.45494999999999997,3.60405
78740,Kerala,ALAPPUZHA,2011,Whole Year ,Black pepper,0.72476,0.13622
78741,Kerala,ALAPPUZHA,2011,Whole Year ,Ginger,0.09364,0.29828
78742,Kerala,ALAPPUZHA,2011,Whole Year ,Potato,0.007,0.084
78743,Kerala,ALAPPUZHA,2011,Whole Year ,Sugarcane,0.09493,8.337200000000001
78746,Kerala,ALAPPUZHA,2011,Winter     ,Rice,9.11509,28.301029999999997
78747,Kerala,ALAPPUZHA,2012,Autumn     ,Rice,10.758,32.362
78748,Kerala,ALAPPUZHA,2012,Summer     ,Rice,20.325,57.043
78749,Kerala,ALAPPUZHA,2012,Whole Year ,Banana,0.631,5.002
78750,Kerala,ALAPPUZHA,2012,Whole Year ,Black pepper,0.639,0.148
78751,Kerala,ALAPPUZHA,2012,Whole Year ,Cowpea,0.002,
78752,Kerala,ALAPPUZHA,2012,Whole Year ,Drum Stick,0.457,0.277
78753,Kerala,ALAPPUZHA,2012,Whole Year ,Ginger,0.089,0.261
78755,Kerala,ALAPPUZHA,2012,Whole Year ,Papaya,1.01,9.255
78756,Kerala,ALAPPUZHA,2012,Whole Year ,Pineapple,0.081,0.569
78757,Kerala,ALAPPUZHA,2012,Whole Year ,Sesamum,0.06,0.023
78758,Kerala,ALAPPUZHA,2012,Whole Year ,Sugarcane,0.073,0.639
78759,Kerala,ALAPPUZHA,2012,Whole Year ,Sweet potato,0.002,0.021
78762,Kerala,ALAPPUZHA,2012,Winter     ,Rice,5.112,15.188
78763,Kerala,ALAPPUZHA,2012,Winter     ,Sesamum,0.06,0.023
78764,Kerala,ALAPPUZHA,2013,Autumn     ,Rice,6.339,20.589
78765,Kerala,ALAPPUZHA,2013,Summer     ,Rice,19.626,50.082
78766,Kerala,ALAPPUZHA,2013,Whole Year ,Banana,0.472,4.481
78767,Kerala,ALAPPUZHA,2013,Whole Year ,Black pepper,0.663,0.158
78768,Kerala,ALAPPUZHA,2013,Whole Year ,Drum Stick,0.482,0.292
78769,Kerala,ALAPPUZHA,2013,Whole Year ,Ginger,0.085,0.292
78771,Kerala,ALAPPUZHA,2013,Whole Year ,Sesamum,0.041,0.012
78772,Kerala,ALAPPUZHA,2013,Whole Year ,Sugarcane,0.045,0.403
78773,Kerala,ALAPPUZHA,2013,Whole Year ,Sweet potato,0.003,0.033
78776,Kerala,ALAPPUZHA,2013,Winter     ,Rice,11.438,36.195
78777,Kerala,ALAPPUZHA,2014,Autumn     ,Rice,11.073,28.432
78778,Kerala,ALAPPUZHA,2014,Summer     ,Rice,18.685,60.549
78779,Kerala,ALAPPUZHA,2014,Whole Year ,Banana,0.45,3.733
78780,Kerala,ALAPPUZHA,2014,Whole Year ,Black pepper,0.614,0.147
78781,Kerala,ALAPPUZHA,2014,Whole Year ,Cowpea,0.008,
78782,Kerala,ALAPPUZHA,2014,Whole Year ,Drum Stick,0.494,0.334
78783,Kerala,ALAPPUZHA,2014,Whole Year ,Ginger,0.077,0.261
78785,Kerala,ALAPPUZHA,2014,Whole Year ,Papaya,0.96,7.925
78786,Kerala,ALAPPUZHA,2014,Whole Year ,Pineapple,0.072,0.681
78787,Kerala,ALAPPUZHA,2014,Whole Year ,Sesamum,0.062,0.01687
78788,Kerala,ALAPPUZHA,2014,Whole Year ,Sugarcane,0.0549,0.025
78789,Kerala,ALAPPUZHA,2014,Whole Year ,Sweet potato,0.007,0.075
78792,Kerala,ALAPPUZHA,2014,Winter     ,Rice,4.657,14.114
78892,Kerala,ERNAKULAM,2006,Autumn     ,Rice,5.74,11.034
78893,Kerala,ERNAKULAM,2006,Kharif     ,Ragi,0.004,0.003
78894,Kerala,ERNAKULAM,2006,Kharif     ,Sesamum,0.068,0.035
78895,Kerala,ERNAKULAM,2006,Summer     ,Rice,2.455,4.432
78896,Kerala,ERNAKULAM,2006,Whole Year ,Banana,6.855,59.908
78897,Kerala,ERNAKULAM,2006,Whole Year ,Black pepper,6.637,1.133
78898,Kerala,ERNAKULAM,2006,Whole Year ,Ginger,0.396,1.322
78899,Kerala,ERNAKULAM,2006,Whole Year ,Sweet potato,0.01,0.116
78902,Kerala,ERNAKULAM,2006,Winter     ,Rice,13.7,28.541
78903,Kerala,ERNAKULAM,2007,Autumn     ,Rice,4.382,8.196
78904,Kerala,ERNAKULAM,2007,Kharif     ,Sesamum,0.048,0.01
78905,Kerala,ERNAKULAM,2007,Summer     ,Rice,2.236,4.123
78906,Kerala,ERNAKULAM,2007,Whole Year ,Banana,6.115,49.537
78907,Kerala,ERNAKULAM,2007,Whole Year ,Black pepper,6.106,0.995
78908,Kerala,ERNAKULAM,2007,Whole Year ,Ginger,0.337,0.93
78909,Kerala,ERNAKULAM,2007,Whole Year ,Sugarcane,0.008,0.23
78910,Kerala,ERNAKULAM,2007,Whole Year ,Sweet potato,0.004,0.046
78913,Kerala,ERNAKULAM,2007,Winter     ,Rice,5.725,12.088
78914,Kerala,ERNAKULAM,2008,Autumn     ,Rice,5.097,10.172
78915,Kerala,ERNAKULAM,2008,Kharif     ,Sesamum,0.026,0.02
78916,Kerala,ERNAKULAM,2008,Summer     ,Rice,1.962,3.401
78917,Kerala,ERNAKULAM,2008,Whole Year ,Banana,6.385,60.775
78918,Kerala,ERNAKULAM,2008,Whole Year ,Black pepper,5.317,0.928
78919,Kerala,ERNAKULAM,2008,Whole Year ,Ginger,0.26,0.736
78920,Kerala,ERNAKULAM,2008,Whole Year ,Sugarcane,0.002,
78921,Kerala,ERNAKULAM,2008,Whole Year ,Sweet potato,0.004,0.046
78924,Kerala,ERNAKULAM,2008,Winter     ,Rice,5.907,12.334
78925,Kerala,ERNAKULAM,2009,Autumn     ,Rice,4.09,7.803
78926,Kerala,ERNAKULAM,2009,Kharif     ,Sesamum,0.015,0.002
78927,Kerala,ERNAKULAM,2009,Summer     ,Rice,1.576,2.599
78928,Kerala,ERNAKULAM,2009,Whole Year ,Banana,6.5,58.787
78929,Kerala,ERNAKULAM,2009,Whole Year ,Black pepper,5.273,0.798
78930,Kerala,ERNAKULAM,2009,Whole Year ,Ginger,0.199,0.588
78931,Kerala,ERNAKULAM,2009,Whole Year ,Sugarcane,0.005,
78932,Kerala,ERNAKULAM,2009,Whole Year ,Sweet potato,0.007,0.081
78935,Kerala,ERNAKULAM,2009,Winter     ,Rice,5.121,10.622
78936,Kerala,ERNAKULAM,2010,Autumn     ,Rice,3.35388,6.3798
78937,Kerala,ERNAKULAM,2010,Kharif     ,Sesamum,0.006059999999999999,0.00075
78938,Kerala,ERNAKULAM,2010,Summer     ,Rice,1.1528900000000002,2.24217
78939,Kerala,ERNAKULAM,2010,Whole Year ,Banana,6.318149999999999,59.9395
78940,Kerala,ERNAKULAM,2010,Whole Year ,Black pepper,5.02482,0.71777
78941,Kerala,ERNAKULAM,2010,Whole Year ,Ginger,0.19577,0.6380399999999999
78942,Kerala,ERNAKULAM,2010,Whole Year ,Sugarcane,0.00136,
78945,Kerala,ERNAKULAM,2010,Winter     ,Rice,4.50873,9.20058
78946,Kerala,ERNAKULAM,2011,Autumn     ,Rice,3.1348499999999997,6.48816
78947,Kerala,ERNAKULAM,2011,Kharif     ,Sesamum,0.00431,0.00057
78948,Kerala,ERNAKULAM,2011,Summer     ,Rice,0.7188300000000001,1.56797
78949,Kerala,ERNAKULAM,2011,Whole Year ,Banana,5.6693999999999996,54.43451
78950,Kerala,ERNAKULAM,2011,Whole Year ,Black pepper,2.45642,0.61985
78951,Kerala,ERNAKULAM,2011,Whole Year ,Ginger,0.19754,0.6795599999999999
78952,Kerala,ERNAKULAM,2011,Whole Year ,Potato,0.004,0.046
78953,Kerala,ERNAKULAM,2011,Whole Year ,Sugarcane,0.01293,
78956,Kerala,ERNAKULAM,2011,Winter     ,Rice,3.87716,8.51626
78957,Kerala,ERNAKULAM,2012,Autumn     ,Rice,1.37,2.693
78958,Kerala,ERNAKULAM,2012,Summer     ,Rice,0.343,0.77
78959,Kerala,ERNAKULAM,2012,Whole Year ,Banana,5.586,50.746
78960,Kerala,ERNAKULAM,2012,Whole Year ,Black pepper,2.113,0.631
78961,Kerala,ERNAKULAM,2012,Whole Year ,Cowpea,0.156,
78962,Kerala,ERNAKULAM,2012,Whole Year ,Drum Stick,0.525,0.563
78963,Kerala,ERNAKULAM,2012,Whole Year ,Ginger,0.131,0.388
78965,Kerala,ERNAKULAM,2012,Whole Year ,Papaya,1.162,8.391
78966,Kerala,ERNAKULAM,2012,Whole Year ,Pineapple,5.413,50.706
78967,Kerala,ERNAKULAM,2012,Whole Year ,Sesamum,0.013,0.011
78968,Kerala,ERNAKULAM,2012,Whole Year ,Sugarcane,0.001,
78969,Kerala,ERNAKULAM,2012,Whole Year ,Sweet potato,0.004,0.046
78972,Kerala,ERNAKULAM,2012,Winter     ,Rice,2.227,5.07
78973,Kerala,ERNAKULAM,2012,Winter     ,Sesamum,0.013,0.011
78974,Kerala,ERNAKULAM,2013,Autumn     ,Rice,0.911,1.908
78975,Kerala,ERNAKULAM,2013,Summer     ,Rice,0.433,0.94
78976,Kerala,ERNAKULAM,2013,Whole Year ,Banana,5.638,54.056
78977,Kerala,ERNAKULAM,2013,Whole Year ,Black pepper,2.026,0.599
78978,Kerala,ERNAKULAM,2013,Whole Year ,Cowpea,0.194,
78979,Kerala,ERNAKULAM,2013,Whole Year ,Drum Stick,0.553,0.593
78980,Kerala,ERNAKULAM,2013,Whole Year ,Ginger,0.101,0.304
78981,Kerala,ERNAKULAM,2013,Whole Year ,Sesamum,0.028,0.006
78982,Kerala,ERNAKULAM,2013,Whole Year ,Sugarcane,0.001,
78983,Kerala,ERNAKULAM,2013,Whole Year ,Sweet potato,0.006,0.072
78986,Kerala,ERNAKULAM,2013,Winter     ,Rice,2.708,6.208
78987,Kerala,ERNAKULAM,2014,Autumn     ,Rice,1.33,2.593
78988,Kerala,ERNAKULAM,2014,Summer     ,Rice,0.39,0.857
78989,Kerala,ERNAKULAM,2014,Whole Year ,Banana,4.904,44.953
78990,Kerala,ERNAKULAM,2014,Whole Year ,Black pepper,1.913,0.539
78991,Kerala,ERNAKULAM,2014,Whole Year ,Cowpea,0.359,
78992,Kerala,ERNAKULAM,2014,Whole Year ,Ginger,0.084,0.265
78994,Kerala,ERNAKULAM,2014,Whole Year ,Sesamum,0.004,0.00107
78995,Kerala,ERNAKULAM,2014,Whole Year ,Sugarcane,0.0002,
78996,Kerala,ERNAKULAM,2014,Whole Year ,Sweet potato,0.003,0.036
78999,Kerala,ERNAKULAM,2014,Winter     ,Rice,2.924,6.524
79123,Kerala,IDUKKI,2006,Autumn     ,Rice,0.851,2.345
79124,Kerala,IDUKKI,2006,Kharif     ,Jowar,0.011,0.006
79125,Kerala,IDUKKI,2006,Kharif     ,Ragi,0.006,0.005
79126,Kerala,IDUKKI,2006,Kharif     ,Sesamum,0.007,0.003
79127,Kerala,IDUKKI,2006,Summer     ,Rice,0.217,0.569
79128,Kerala,IDUKKI,2006,Whole Year ,Banana,1.971,14.654
79129,Kerala,IDUKKI,2006,Whole Year ,Black pepper,83.652,35.299
79130,Kerala,IDUKKI,2006,Whole Year ,Cardamom,32.84,7.894
79131,Kerala,IDUKKI,2006,Whole Year ,Ginger,0.863,2.753
79132,Kerala,IDUKKI,2006,Whole Year ,Garlic,0.221,3.757
79133,Kerala,IDUKKI,2006,Whole Year ,Sugarcane,0.781,48.76
79134,Kerala,IDUKKI,2006,Whole Year ,Sweet potato,0.015,0.173
79137,Kerala,IDUKKI,2006,Winter     ,Rice,1.81,4.593
79138,Kerala,IDUKKI,2007,Autumn     ,Rice,0.462,1.156
79139,Kerala,IDUKKI,2007,Kharif     ,Cotton,0.003,
79140,Kerala,IDUKKI,2007,Kharif     ,Jowar,0.001,0.001
79141,Kerala,IDUKKI,2007,Kharif     ,Ragi,0.001,0.001
79142,Kerala,IDUKKI,2007,Summer     ,Rice,0.058,0.153
79143,Kerala,IDUKKI,2007,Whole Year ,Banana,2.559,18.733
79144,Kerala,IDUKKI,2007,Whole Year ,Black pepper,65.333,23.311
79145,Kerala,IDUKKI,2007,Whole Year ,Cardamom,31.241,6.404
79146,Kerala,IDUKKI,2007,Whole Year ,Ginger,0.934,2.968
79147,Kerala,IDUKKI,2007,Whole Year ,Garlic,0.35,5.95
79148,Kerala,IDUKKI,2007,Whole Year ,Sugarcane,2.105,128.26
79149,Kerala,IDUKKI,2007,Whole Year ,Sweet potato,0.007,0.081
79152,Kerala,IDUKKI,2007,Winter     ,Rice,1.67,4.65
79153,Kerala,IDUKKI,2008,Autumn     ,Rice,0.494,1.302
79154,Kerala,IDUKKI,2008,Kharif     ,Jowar,0.001,0.001
79155,Kerala,IDUKKI,2008,Kharif     ,Ragi,0.005,0.004
79156,Kerala,IDUKKI,2008,Kharif     ,Sesamum,0.005,0.001
79157,Kerala,IDUKKI,2008,Summer     ,Rice,0.057,0.135
79158,Kerala,IDUKKI,2008,Whole Year ,Banana,2.705,23.662
79159,Kerala,IDUKKI,2008,Whole Year ,Black pepper,58.29,16.708
79160,Kerala,IDUKKI,2008,Whole Year ,Cardamom,33.078,7.827
79161,Kerala,IDUKKI,2008,Whole Year ,Ginger,0.695,2.359
79162,Kerala,IDUKKI,2008,Whole Year ,Garlic,0.32,5.44
79163,Kerala,IDUKKI,2008,Whole Year ,Sugarcane,2.487,191.34
79164,Kerala,IDUKKI,2008,Whole Year ,Sweet potato,0.003,0.035
79167,Kerala,IDUKKI,2008,Winter     ,Rice,1.564,4.057
79168,Kerala,IDUKKI,2009,Autumn     ,Rice,0.588,1.51
79169,Kerala,IDUKKI,2009,Kharif     ,Jowar,0.01,0.01
79170,Kerala,IDUKKI,2009,Kharif     ,Sesamum,0.005,0.002
79171,Kerala,IDUKKI,2009,Summer     ,Rice,0.209,0.521
79172,Kerala,IDUKKI,2009,Whole Year ,Banana,2.541,19.506
79173,Kerala,IDUKKI,2009,Whole Year ,Black pepper,85.739,25.472
79174,Kerala,IDUKKI,2009,Whole Year ,Cardamom,33.083,7.077
79175,Kerala,IDUKKI,2009,Whole Year ,Ginger,0.691,2.316
79176,Kerala,IDUKKI,2009,Whole Year ,Garlic,0.336,5.712
79177,Kerala,IDUKKI,2009,Whole Year ,Sugarcane,2.201,222.03
79178,Kerala,IDUKKI,2009,Whole Year ,Sweet potato,0.004,0.046
79181,Kerala,IDUKKI,2009,Winter     ,Rice,1.531,4.106
79182,Kerala,IDUKKI,2010,Autumn     ,Rice,0.41833,1.08347
79183,Kerala,IDUKKI,2010,Summer     ,Rice,0.22063999999999998,0.5821900000000001
79184,Kerala,IDUKKI,2010,Whole Year ,Banana,2.66537,23.26538
79185,Kerala,IDUKKI,2010,Whole Year ,Black pepper,87.27378,30.91938
79186,Kerala,IDUKKI,2010,Whole Year ,Ginger,0.69659,2.69307
79187,Kerala,IDUKKI,2010,Whole Year ,Sugarcane,2.1735300000000004,217.41
79190,Kerala,IDUKKI,2010,Winter     ,Rice,1.1804000000000001,3.0787600000000004
79191,Kerala,IDUKKI,2011,Autumn     ,Rice,0.25985,0.62612
79192,Kerala,IDUKKI,2011,Kharif     ,Sesamum,0.0009699999999999999,0.00011999999999999999
79193,Kerala,IDUKKI,2011,Summer     ,Rice,0.06606999999999999,0.15718000000000001
79194,Kerala,IDUKKI,2011,Whole Year ,Banana,2.90057,25.338099999999997
79195,Kerala,IDUKKI,2011,Whole Year ,Black pepper,44.01047,22.76296
79196,Kerala,IDUKKI,2011,Whole Year ,Ginger,0.65425,3.31525
79197,Kerala,IDUKKI,2011,Whole Year ,Potato,0.003,0.035
79198,Kerala,IDUKKI,2011,Whole Year ,Sugarcane,2.1238200000000003,227.1972
79201,Kerala,IDUKKI,2011,Winter     ,Rice,0.9378200000000001,2.35215
79202,Kerala,IDUKKI,2012,Autumn     ,Rice,0.208,0.512
79203,Kerala,IDUKKI,2012,Summer     ,Rice,0.091,0.166
79204,Kerala,IDUKKI,2012,Whole Year ,Banana,3.08,28.844
79205,Kerala,IDUKKI,2012,Whole Year ,Black pepper,43.755,30.424
79206,Kerala,IDUKKI,2012,Whole Year ,Cardamom,33.076,9.286
79207,Kerala,IDUKKI,2012,Whole Year ,Drum Stick,0.57,0.614
79208,Kerala,IDUKKI,2012,Whole Year ,Ginger,0.591,3.445
79209,Kerala,IDUKKI,2012,Whole Year ,Garlic,0.072,0.658
79210,Kerala,IDUKKI,2012,Whole Year ,Maize,0.003,0.003
79211,Kerala,IDUKKI,2012,Whole Year ,Papaya,0.916,6.251
79212,Kerala,IDUKKI,2012,Whole Year ,Pineapple,0.838,6.879
79213,Kerala,IDUKKI,2012,Whole Year ,Potato,0.959,18.758
79214,Kerala,IDUKKI,2012,Whole Year ,Sugarcane,1.371,14.321
79215,Kerala,IDUKKI,2012,Whole Year ,Sweet potato,0.004,0.108
79218,Kerala,IDUKKI,2012,Whole Year ,Wheat,0.001,
79219,Kerala,IDUKKI,2012,Winter     ,Rice,0.877,2.505
79220,Kerala,IDUKKI,2013,Autumn     ,Rice,0.062,0.157
79221,Kerala,IDUKKI,2013,Summer     ,Rice,0.039,0.105
79222,Kerala,IDUKKI,2013,Whole Year ,Banana,3.211,29.664
79223,Kerala,IDUKKI,2013,Whole Year ,Black pepper,42.924,15.036
79224,Kerala,IDUKKI,2013,Whole Year ,Cardamom,31.81,13.04
79225,Kerala,IDUKKI,2013,Whole Year ,Drum Stick,0.603,0.65
79226,Kerala,IDUKKI,2013,Whole Year ,Ginger,0.575,3.302
79227,Kerala,IDUKKI,2013,Whole Year ,Garlic,0.146,1.314
79228,Kerala,IDUKKI,2013,Whole Year ,Maize,0.002,0.003
79230,Kerala,IDUKKI,2013,Whole Year ,Onion,0.006,
79231,Kerala,IDUKKI,2013,Whole Year ,Potato,0.759,14.846
79232,Kerala,IDUKKI,2013,Whole Year ,Sugarcane,1.66,17.559
79233,Kerala,IDUKKI,2013,Whole Year ,Sweet potato,0.004,0.108
79236,Kerala,IDUKKI,2013,Winter     ,Rice,0.56,1.534
79237,Kerala,IDUKKI,2014,Autumn     ,Rice,0.089,0.206
79238,Kerala,IDUKKI,2014,Summer     ,Rice,0.033,0.089
79239,Kerala,IDUKKI,2014,Whole Year ,Banana,3.469,31.893
79240,Kerala,IDUKKI,2014,Whole Year ,Black pepper,43.852,23.916
79241,Kerala,IDUKKI,2014,Whole Year ,Cardamom,31.81,15.0
79242,Kerala,IDUKKI,2014,Whole Year ,Cowpea,0.073,
79243,Kerala,IDUKKI,2014,Whole Year ,Ginger,0.52,3.066
79244,Kerala,IDUKKI,2014,Whole Year ,Garlic,0.075,0.625
79245,Kerala,IDUKKI,2014,Whole Year ,Maize,0.002,0.005
79246,Kerala,IDUKKI,2014,Whole Year ,Onion,0.004,
79247,Kerala,IDUKKI,2014,Whole Year ,Potato,0.852,15.811
79248,Kerala,IDUKKI,2014,Whole Year ,Ragi,0.002,0.002
79249,Kerala,IDUKKI,2014,Whole Year ,Sugarcane,1.0689000000000002,11.512
79250,Kerala,IDUKKI,2014,Whole Year ,Sweet potato,0.004,0.088
79253,Kerala,IDUKKI,2014,Whole Year ,Wheat,0.001,0.003
79254,Kerala,IDUKKI,2014,Winter     ,Rice,0.575,1.508
79362,Kerala,KANNUR,2006,Autumn     ,Rice,4.602,8.733
79363,Kerala,KANNUR,2006,Summer     ,Rice,0.098,0.12
79364,Kerala,KANNUR,2006,Whole Year ,Banana,2.728,25.124
79365,Kerala,KANNUR,2006,Whole Year ,Black pepper,15.068,3.139
79366,Kerala,KANNUR,2006,Whole Year ,Cardamom,0.128,
79367,Kerala,KANNUR,2006,Whole Year ,Ginger,0.16,0.697
79368,Kerala,KANNUR,2006,Whole Year ,Sugarcane,0.002,0.03
79369,Kerala,KANNUR,2006,Whole Year ,Sweet potato,0.04,0.455
79372,Kerala,KANNUR,2006,Winter     ,Rice,4.142,8.522
79373,Kerala,KANNUR,2007,Autumn     ,Rice,3.47,6.321
79374,Kerala,KANNUR,2007,Kharif     ,Sesamum,0.003,0.001
79375,Kerala,KANNUR,2007,Summer     ,Rice,0.121,0.189
79376,Kerala,KANNUR,2007,Whole Year ,Banana,2.181,14.353
79377,Kerala,KANNUR,2007,Whole Year ,Black pepper,12.533,1.865
79378,Kerala,KANNUR,2007,Whole Year ,Cardamom,0.128,
79379,Kerala,KANNUR,2007,Whole Year ,Ginger,0.095,0.393
79380,Kerala,KANNUR,2007,Whole Year ,Sugarcane,0.002,0.05
79381,Kerala,KANNUR,2007,Whole Year ,Sweet potato,0.027,0.307
79384,Kerala,KANNUR,2007,Winter     ,Rice,3.641,7.601
79385,Kerala,KANNUR,2008,Autumn     ,Rice,3.723,6.541
79386,Kerala,KANNUR,2008,Summer     ,Rice,0.118,0.192
79387,Kerala,KANNUR,2008,Whole Year ,Banana,2.34,18.192
79388,Kerala,KANNUR,2008,Whole Year ,Black pepper,10.211,2.046
79389,Kerala,KANNUR,2008,Whole Year ,Cardamom,0.128,
79390,Kerala,KANNUR,2008,Whole Year ,Ginger,0.108,0.532
79391,Kerala,KANNUR,2008,Whole Year ,Sugarcane,0.04,7.22
79392,Kerala,KANNUR,2008,Whole Year ,Sweet potato,0.029,0.33
79395,Kerala,KANNUR,2008,Winter     ,Rice,3.808,6.904
79396,Kerala,KANNUR,2009,Autumn     ,Rice,4.098,7.843
79397,Kerala,KANNUR,2009,Summer     ,Rice,0.108,0.157
79398,Kerala,KANNUR,2009,Whole Year ,Banana,2.566,18.64
79399,Kerala,KANNUR,2009,Whole Year ,Black pepper,9.631,2.505
79400,Kerala,KANNUR,2009,Whole Year ,Cardamom,0.128,
79401,Kerala,KANNUR,2009,Whole Year ,Ginger,0.087,0.352
79402,Kerala,KANNUR,2009,Whole Year ,Sugarcane,0.001,0.15
79403,Kerala,KANNUR,2009,Whole Year ,Sweet potato,0.028,0.318
79406,Kerala,KANNUR,2009,Winter     ,Rice,2.924,5.843
79407,Kerala,KANNUR,2010,Autumn     ,Rice,3.05417,6.5361899999999995
79408,Kerala,KANNUR,2010,Summer     ,Rice,0.10751000000000001,0.24164
79409,Kerala,KANNUR,2010,Whole Year ,Banana,2.37163,19.28392
79410,Kerala,KANNUR,2010,Whole Year ,Black pepper,9.56871,1.73963
79411,Kerala,KANNUR,2010,Whole Year ,Ginger,0.07661,0.38711
79412,Kerala,KANNUR,2010,Whole Year ,Sugarcane,0.00124,0.17518999999999998
79415,Kerala,KANNUR,2010,Winter     ,Rice,3.17682,6.5304899999999995
79416,Kerala,KANNUR,2011,Autumn     ,Rice,2.5167800000000002,5.09377
79417,Kerala,KANNUR,2011,Summer     ,Rice,0.09592,0.19938
79418,Kerala,KANNUR,2011,Whole Year ,Banana,2.10378,18.292240000000003
79419,Kerala,KANNUR,2011,Whole Year ,Black pepper,4.96073,1.92849
79420,Kerala,KANNUR,2011,Whole Year ,Cardamom,0.128,
79421,Kerala,KANNUR,2011,Whole Year ,Ginger,0.07640999999999999,0.36019
79422,Kerala,KANNUR,2011,Whole Year ,Potato,0.029,0.33
79423,Kerala,KANNUR,2011,Whole Year ,Sugarcane,0.0025800000000000003,0.29669999999999996
79426,Kerala,KANNUR,2011,Winter     ,Rice,3.1268800000000003,6.87657
79427,Kerala,KANNUR,2012,Autumn     ,Rice,3.618,7.926
79428,Kerala,KANNUR,2012,Summer     ,Rice,0.056,0.101
79429,Kerala,KANNUR,2012,Whole Year ,Banana,2.086,17.936
79430,Kerala,KANNUR,2012,Whole Year ,Black pepper,5.018,2.366
79431,Kerala,KANNUR,2012,Whole Year ,Blackgram,0.115,
