,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
32777,Bihar,JAMUI,2011,Summer     ,Maize,37.0,135.0
32778,Bihar,JAMUI,2011,Summer     ,Moong(Green Gram),37.0,41.0
32779,Bihar,JAMUI,2011,Winter     ,Rice,49101.0,102308.0
32780,Bihar,JAMUI,2012,Autumn     ,Maize,2602.0,3433.0
32781,Bihar,JAMUI,2012,Autumn     ,Rice,24.0,30.0
32783,Bihar,JAMUI,2012,Kharif     ,Horse-gram,634.0,614.0
32784,Bihar,JAMUI,2012,Kharif     ,Moong(Green Gram),32.0,22.0
32786,Bihar,JAMUI,2012,Kharif     ,Urad,2.0,2.0
32787,Bihar,JAMUI,2012,Rabi       ,Barley,47.0,69.0
32788,Bihar,JAMUI,2012,Rabi       ,Gram,469.0,435.0
32789,Bihar,JAMUI,2012,Rabi       ,Khesari,81.0,114.0
32790,Bihar,JAMUI,2012,Rabi       ,Linseed,88.0,76.0
32791,Bihar,JAMUI,2012,Rabi       ,Maize,20.0,68.0
32793,Bihar,JAMUI,2012,Rabi       ,Peas & beans (Pulses),1.0,1.0
32795,Bihar,JAMUI,2012,Rabi       ,Wheat,7523.0,15722.0
32796,Bihar,JAMUI,2012,Summer     ,Maize,39.0,235.0
32797,Bihar,JAMUI,2012,Summer     ,Moong(Green Gram),45.0,28.0
32798,Bihar,JAMUI,2012,Whole Year ,Sugarcane,646.0,42224.0
32799,Bihar,JAMUI,2012,Winter     ,Rice,49939.0,73285.0
32800,Bihar,JAMUI,2013,Autumn     ,Maize,2672.0,3981.0
32801,Bihar,JAMUI,2013,Autumn     ,Rice,23.0,28.0
32803,Bihar,JAMUI,2013,Kharif     ,Horse-gram,669.0,637.0
32804,Bihar,JAMUI,2013,Kharif     ,Moong(Green Gram),52.0,41.0
32806,Bihar,JAMUI,2013,Kharif     ,Sesamum,3.0,3.0
32807,Bihar,JAMUI,2013,Kharif     ,Urad,2.0,2.0
32808,Bihar,JAMUI,2013,Rabi       ,Barley,44.0,62.0
32809,Bihar,JAMUI,2013,Rabi       ,Gram,1006.0,853.0
32810,Bihar,JAMUI,2013,Rabi       ,Khesari,79.0,118.0
32811,Bihar,JAMUI,2013,Rabi       ,Linseed,66.0,56.0
32812,Bihar,JAMUI,2013,Rabi       ,Maize,24.0,106.0
32814,Bihar,JAMUI,2013,Rabi       ,Peas & beans (Pulses),19.0,20.0
32816,Bihar,JAMUI,2013,Rabi       ,Wheat,8673.0,17453.0
32817,Bihar,JAMUI,2013,Summer     ,Maize,85.0,167.0
32818,Bihar,JAMUI,2013,Summer     ,Moong(Green Gram),72.0,83.0
32819,Bihar,JAMUI,2013,Whole Year ,Sugarcane,1003.0,48804.0
32820,Bihar,JAMUI,2013,Winter     ,Rice,50321.0,91599.0
32821,Bihar,JAMUI,2014,Autumn     ,Maize,2065.0,3597.0
32823,Bihar,JAMUI,2014,Kharif     ,Horse-gram,1201.0,1149.0
32824,Bihar,JAMUI,2014,Kharif     ,Moong(Green Gram),61.0,55.0
32826,Bihar,JAMUI,2014,Kharif     ,Sesamum,3.0,3.0
32827,Bihar,JAMUI,2014,Rabi       ,Barley,141.0,156.0
32828,Bihar,JAMUI,2014,Rabi       ,Gram,2140.0,950.0
32829,Bihar,JAMUI,2014,Rabi       ,Khesari,222.0,149.0
32830,Bihar,JAMUI,2014,Rabi       ,Linseed,261.0,225.0
32831,Bihar,JAMUI,2014,Rabi       ,Maize,227.0,785.0
32833,Bihar,JAMUI,2014,Rabi       ,Peas & beans (Pulses),2.0,2.0
32835,Bihar,JAMUI,2014,Rabi       ,Wheat,11332.0,13236.0
32836,Bihar,JAMUI,2014,Summer     ,Maize,506.0,1968.0
32837,Bihar,JAMUI,2014,Summer     ,Moong(Green Gram),634.0,367.0
32838,Bihar,JAMUI,2014,Whole Year ,Sugarcane,610.0,34770.0
32839,Bihar,JAMUI,2014,Winter     ,Rice,42837.0,87453.0
32840,Bihar,JEHANABAD,1997,Autumn     ,Rice,3.0,3.0
32842,Bihar,JEHANABAD,1997,Kharif     ,Ginger,2.0,3.0
32843,Bihar,JEHANABAD,1997,Kharif     ,Groundnut,7.0,8.0
32844,Bihar,JEHANABAD,1997,Kharif     ,Maize,8.0,10.0
32846,Bihar,JEHANABAD,1997,Kharif     ,Sesamum,29.0,17.0
32848,Bihar,JEHANABAD,1997,Rabi       ,Barley,699.0,487.0
32849,Bihar,JEHANABAD,1997,Rabi       ,Gram,2222.0,787.0
32850,Bihar,JEHANABAD,1997,Rabi       ,Linseed,645.0,362.0
32851,Bihar,JEHANABAD,1997,Rabi       ,Maize,670.0,2011.0
32854,Bihar,JEHANABAD,1997,Rabi       ,Sunflower,83.0,78.0
32855,Bihar,JEHANABAD,1997,Rabi       ,Wheat,44404.0,80116.0
32856,Bihar,JEHANABAD,1997,Summer     ,Maize,214.0,452.0
32857,Bihar,JEHANABAD,1997,Summer     ,Rice,124.0,250.0
32858,Bihar,JEHANABAD,1997,Whole Year ,Coriander,25.0,12.0
32859,Bihar,JEHANABAD,1997,Whole Year ,Chillies,30.0,23.0
32860,Bihar,JEHANABAD,1997,Whole Year ,Garlic,7.0,9.0
32861,Bihar,JEHANABAD,1997,Whole Year ,Onion,180.0,1375.0
32862,Bihar,JEHANABAD,1997,Whole Year ,Potato,1747.0,14740.0
32863,Bihar,JEHANABAD,1997,Whole Year ,Ragi,1.0,1.0
32864,Bihar,JEHANABAD,1997,Whole Year ,Sannhamp,2.0,1.0
32865,Bihar,JEHANABAD,1997,Whole Year ,Sugarcane,331.0,7027.0
32866,Bihar,JEHANABAD,1997,Winter     ,Rice,90101.0,125150.0
32868,Bihar,JEHANABAD,1998,Kharif     ,Blackgram,62.0,46.0
32869,Bihar,JEHANABAD,1998,Kharif     ,Groundnut,7.0,8.0
32870,Bihar,JEHANABAD,1998,Kharif     ,Maize,8.0,8.0
32872,Bihar,JEHANABAD,1998,Kharif     ,Ragi,1.0,1.0
32873,Bihar,JEHANABAD,1998,Kharif     ,Sesamum,30.0,16.0
32875,Bihar,JEHANABAD,1998,Kharif     ,Sunflower,48.0,45.0
32876,Bihar,JEHANABAD,1998,Rabi       ,Barley,681.0,639.0
32877,Bihar,JEHANABAD,1998,Rabi       ,Gram,2104.0,1786.0
32878,Bihar,JEHANABAD,1998,Rabi       ,Linseed,616.0,388.0
32879,Bihar,JEHANABAD,1998,Rabi       ,Maize,464.0,1384.0
32882,Bihar,JEHANABAD,1998,Rabi       ,Wheat,42421.0,103444.0
32883,Bihar,JEHANABAD,1998,Summer     ,Maize,204.0,475.0
32884,Bihar,JEHANABAD,1998,Summer     ,Rice,121.0,270.0
32885,Bihar,JEHANABAD,1998,Whole Year ,Coriander,15.0,9.0
32886,Bihar,JEHANABAD,1998,Whole Year ,Chillies,22.0,18.0
32887,Bihar,JEHANABAD,1998,Whole Year ,Ginger,2.0,3.0
32888,Bihar,JEHANABAD,1998,Whole Year ,Garlic,8.0,12.0
32889,Bihar,JEHANABAD,1998,Whole Year ,Onion,231.0,1261.0
32890,Bihar,JEHANABAD,1998,Whole Year ,Potato,1858.0,18832.0
32891,Bihar,JEHANABAD,1998,Whole Year ,Sannhamp,3.0,1.0
32892,Bihar,JEHANABAD,1998,Whole Year ,Sugarcane,330.0,17137.0
32893,Bihar,JEHANABAD,1998,Winter     ,Rice,87698.0,154640.0
32895,Bihar,JEHANABAD,1999,Kharif     ,Horse-gram,36.0,28.0
32896,Bihar,JEHANABAD,1999,Kharif     ,Jowar,819.0,1085.0
32897,Bihar,JEHANABAD,1999,Kharif     ,Maize,9.0,12.0
32898,Bihar,JEHANABAD,1999,Kharif     ,Ragi,1.0,1.0
32899,Bihar,JEHANABAD,1999,Kharif     ,Rice,3.0,3.0
32900,Bihar,JEHANABAD,1999,Kharif     ,Sesamum,13.0,7.0
32901,Bihar,JEHANABAD,1999,Kharif     ,Sunflower,19.0,11.0
32902,Bihar,JEHANABAD,1999,Kharif     ,Urad,12.0,9.0
32903,Bihar,JEHANABAD,1999,Rabi       ,Gram,3113.0,3191.0
32904,Bihar,JEHANABAD,1999,Rabi       ,Khesari,12960.0,13258.0
32905,Bihar,JEHANABAD,1999,Rabi       ,Linseed,293.0,164.0
32906,Bihar,JEHANABAD,1999,Rabi       ,Maize,291.0,876.0
32908,Bihar,JEHANABAD,1999,Rabi       ,Peas & beans (Pulses),1857.0,1328.0
32910,Bihar,JEHANABAD,1999,Rabi       ,Wheat,38028.0,77884.0
32911,Bihar,JEHANABAD,1999,Summer     ,Maize,181.0,435.0
32912,Bihar,JEHANABAD,1999,Summer     ,Rice,52.0,66.0
32913,Bihar,JEHANABAD,1999,Whole Year ,Coriander,30.0,16.0
32914,Bihar,JEHANABAD,1999,Whole Year ,Chillies,68.0,61.0
32915,Bihar,JEHANABAD,1999,Whole Year ,Garlic,16.0,23.0
32916,Bihar,JEHANABAD,1999,Whole Year ,Onion,148.0,1814.0
32917,Bihar,JEHANABAD,1999,Whole Year ,Potato,1793.0,11183.0
32918,Bihar,JEHANABAD,1999,Whole Year ,Sugarcane,338.0,14279.0
32919,Bihar,JEHANABAD,1999,Whole Year ,Sweet potato,1.0,14.0
32921,Bihar,JEHANABAD,2000,Autumn     ,Rice,86255.0,134076.0
32923,Bihar,JEHANABAD,2000,Kharif     ,Horse-gram,36.0,28.0
32924,Bihar,JEHANABAD,2000,Kharif     ,Maize,284.0,212.0
32925,Bihar,JEHANABAD,2000,Kharif     ,Moong(Green Gram),21.0,10.0
32927,Bihar,JEHANABAD,2000,Kharif     ,Ragi,23.0,85.0
32928,Bihar,JEHANABAD,2000,Kharif     ,Rice,3.0,4.0
32929,Bihar,JEHANABAD,2000,Kharif     ,Sesamum,31.0,17.0
32930,Bihar,JEHANABAD,2000,Kharif     ,Sunflower,61.0,102.0
32931,Bihar,JEHANABAD,2000,Kharif     ,Urad,42.0,24.0
32932,Bihar,JEHANABAD,2000,Rabi       ,Barley,703.0,766.0
32933,Bihar,JEHANABAD,2000,Rabi       ,Gram,2707.0,2103.0
32934,Bihar,JEHANABAD,2000,Rabi       ,Khesari,12785.0,10343.0
32935,Bihar,JEHANABAD,2000,Rabi       ,Linseed,367.0,232.0
32936,Bihar,JEHANABAD,2000,Rabi       ,Maize,243.0,710.0
32938,Bihar,JEHANABAD,2000,Rabi       ,Moong(Green Gram),14.0,8.0
32939,Bihar,JEHANABAD,2000,Rabi       ,Peas & beans (Pulses),1783.0,1721.0
32941,Bihar,JEHANABAD,2000,Rabi       ,Wheat,35570.0,66411.0
32942,Bihar,JEHANABAD,2000,Summer     ,Maize,290.0,789.0
32943,Bihar,JEHANABAD,2000,Summer     ,Rice,37.0,53.0
32944,Bihar,JEHANABAD,2000,Whole Year ,Coriander,20.0,12.0
32945,Bihar,JEHANABAD,2000,Whole Year ,Chillies,61.0,65.0
32946,Bihar,JEHANABAD,2000,Whole Year ,Garlic,17.0,25.0
32947,Bihar,JEHANABAD,2000,Whole Year ,Onion,191.0,1643.0
32948,Bihar,JEHANABAD,2000,Whole Year ,Potato,1927.0,15149.0
32949,Bihar,JEHANABAD,2000,Whole Year ,Sugarcane,341.0,15350.0
32950,Bihar,JEHANABAD,2000,Whole Year ,Sweet potato,1.0,12.0
32952,Bihar,JEHANABAD,2001,Autumn     ,Maize,673.0,6807.0
32953,Bihar,JEHANABAD,2001,Autumn     ,Rice,84038.0,163470.0
32955,Bihar,JEHANABAD,2001,Kharif     ,Groundnut,11.0,6.0
32956,Bihar,JEHANABAD,2001,Kharif     ,Horse-gram,50.0,40.0
32957,Bihar,JEHANABAD,2001,Kharif     ,Moong(Green Gram),32.0,22.0
32959,Bihar,JEHANABAD,2001,Kharif     ,Ragi,53.0,47.0
32960,Bihar,JEHANABAD,2001,Kharif     ,Rice,2.0,3.0
32961,Bihar,JEHANABAD,2001,Kharif     ,Sesamum,13.0,8.0
32962,Bihar,JEHANABAD,2001,Kharif     ,Sunflower,92.0,107.0
32963,Bihar,JEHANABAD,2001,Kharif     ,Urad,29.0,19.0
32964,Bihar,JEHANABAD,2001,Rabi       ,Barley,457.0,527.0
32965,Bihar,JEHANABAD,2001,Rabi       ,Gram,2647.0,2499.0
32966,Bihar,JEHANABAD,2001,Rabi       ,Khesari,12644.0,9154.0
32967,Bihar,JEHANABAD,2001,Rabi       ,Linseed,469.0,333.0
32968,Bihar,JEHANABAD,2001,Rabi       ,Maize,178.0,591.0
32971,Bihar,JEHANABAD,2001,Rabi       ,Peas & beans (Pulses),1026.0,1010.0
32973,Bihar,JEHANABAD,2001,Rabi       ,Wheat,36250.0,77882.0
32974,Bihar,JEHANABAD,2001,Summer     ,Maize,362.0,900.0
32975,Bihar,JEHANABAD,2001,Summer     ,Rice,3.0,3.0
32976,Bihar,JEHANABAD,2001,Whole Year ,Coriander,26.0,15.0
32977,Bihar,JEHANABAD,2001,Whole Year ,Chillies,14.0,14.0
32978,Bihar,JEHANABAD,2001,Whole Year ,Garlic,18.0,26.0
32979,Bihar,JEHANABAD,2001,Whole Year ,Onion,202.0,2266.0
32980,Bihar,JEHANABAD,2001,Whole Year ,Potato,2506.0,19513.0
32981,Bihar,JEHANABAD,2001,Whole Year ,Sugarcane,460.0,20466.0
32982,Bihar,JEHANABAD,2001,Whole Year ,Sweet potato,2.0,18.0
32984,Bihar,JEHANABAD,2001,Whole Year ,Turmeric,1.0,1.0
32985,Bihar,JEHANABAD,2002,Autumn     ,Maize,705.0,813.0
32986,Bihar,JEHANABAD,2002,Autumn     ,Rice,177.0,194.0
32988,Bihar,JEHANABAD,2002,Kharif     ,Bajra,1.0,1.0
32989,Bihar,JEHANABAD,2002,Kharif     ,Jowar,1.0,1.0
32990,Bihar,JEHANABAD,2002,Kharif     ,Moong(Green Gram),95.0,35.0
32991,Bihar,JEHANABAD,2002,Kharif     ,Ragi,169.0,116.0
32992,Bihar,JEHANABAD,2002,Kharif     ,Sesamum,36.0,31.0
32993,Bihar,JEHANABAD,2002,Kharif     ,Sunflower,49.0,62.0
32994,Bihar,JEHANABAD,2002,Kharif     ,Urad,62.0,46.0
32995,Bihar,JEHANABAD,2002,Rabi       ,Barley,1212.0,1116.0
32996,Bihar,JEHANABAD,2002,Rabi       ,Gram,2846.0,4095.0
32997,Bihar,JEHANABAD,2002,Rabi       ,Khesari,10750.0,6267.0
32998,Bihar,JEHANABAD,2002,Rabi       ,Linseed,317.0,241.0
32999,Bihar,JEHANABAD,2002,Rabi       ,Maize,219.0,572.0
33002,Bihar,JEHANABAD,2002,Rabi       ,Peas & beans (Pulses),961.0,858.0
33004,Bihar,JEHANABAD,2002,Rabi       ,Wheat,34230.0,80656.0
33005,Bihar,JEHANABAD,2002,Summer     ,Maize,249.0,684.0
33006,Bihar,JEHANABAD,2002,Summer     ,Moong(Green Gram),22.0,13.0
33007,Bihar,JEHANABAD,2002,Summer     ,Rice,2.0,3.0
33008,Bihar,JEHANABAD,2002,Whole Year ,Coriander,33.0,21.0
33009,Bihar,JEHANABAD,2002,Whole Year ,Chillies,17.0,11.0
33010,Bihar,JEHANABAD,2002,Whole Year ,Garlic,17.0,25.0
33011,Bihar,JEHANABAD,2002,Whole Year ,Onion,250.0,1170.0
33012,Bihar,JEHANABAD,2002,Whole Year ,Potato,1840.0,16904.0
33013,Bihar,JEHANABAD,2002,Whole Year ,Sugarcane,382.0,17628.0
33014,Bihar,JEHANABAD,2002,Whole Year ,Sweet potato,11.0,128.0
33015,Bihar,JEHANABAD,2002,Winter     ,Rice,61161.0,100482.0
33017,Bihar,JEHANABAD,2003,Kharif     ,Bajra,1.0,1.0
33018,Bihar,JEHANABAD,2003,Kharif     ,Castor seed,2.0,2.0
33019,Bihar,JEHANABAD,2003,Kharif     ,Ginger,1.0,2.0
33020,Bihar,JEHANABAD,2003,Kharif     ,Groundnut,1.0,0.0
33021,Bihar,JEHANABAD,2003,Kharif     ,Jowar,1.0,1.0
33022,Bihar,JEHANABAD,2003,Kharif     ,Maize,354.0,605.0
33023,Bihar,JEHANABAD,2003,Kharif     ,Moong(Green Gram),21.0,13.0
33025,Bihar,JEHANABAD,2003,Kharif     ,Ragi,36.0,24.0
33026,Bihar,JEHANABAD,2003,Kharif     ,Sesamum,6.0,3.0
33027,Bihar,JEHANABAD,2003,Kharif     ,Sunflower,43.0,59.0
33028,Bihar,JEHANABAD,2003,Kharif     ,Urad,23.0,17.0
33029,Bihar,JEHANABAD,2003,Rabi       ,Barley,195.0,200.0
33030,Bihar,JEHANABAD,2003,Rabi       ,Gram,977.0,1113.0
33031,Bihar,JEHANABAD,2003,Rabi       ,Khesari,5390.0,4193.0
33032,Bihar,JEHANABAD,2003,Rabi       ,Linseed,314.0,246.0
33033,Bihar,JEHANABAD,2003,Rabi       ,Maize,139.0,421.0
33035,Bihar,JEHANABAD,2003,Rabi       ,Peas & beans (Pulses),217.0,203.0
33037,Bihar,JEHANABAD,2003,Rabi       ,Wheat,19220.0,47494.0
33038,Bihar,JEHANABAD,2003,Summer     ,Maize,185.0,516.0
33039,Bihar,JEHANABAD,2003,Summer     ,Moong(Green Gram),64.0,31.0
33040,Bihar,JEHANABAD,2003,Whole Year ,Coriander,23.0,16.0
33041,Bihar,JEHANABAD,2003,Whole Year ,Chillies,18.0,12.0
33042,Bihar,JEHANABAD,2003,Whole Year ,Garlic,10.0,15.0
33043,Bihar,JEHANABAD,2003,Whole Year ,Onion,219.0,1673.0
33044,Bihar,JEHANABAD,2003,Whole Year ,Potato,1518.0,17228.0
33045,Bihar,JEHANABAD,2003,Whole Year ,Sannhamp,9.0,6.0
33046,Bihar,JEHANABAD,2003,Whole Year ,Sugarcane,136.0,5783.0
33047,Bihar,JEHANABAD,2003,Whole Year ,Sweet potato,10.0,116.0
33048,Bihar,JEHANABAD,2003,Whole Year ,Turmeric,3.0,3.0
33049,Bihar,JEHANABAD,2003,Winter     ,Rice,44571.0,80925.0
33051,Bihar,JEHANABAD,2004,Kharif     ,Groundnut,4.0,2.0
33052,Bihar,JEHANABAD,2004,Kharif     ,Maize,353.0,470.0
33053,Bihar,JEHANABAD,2004,Kharif     ,Moong(Green Gram),47.0,13.0
33055,Bihar,JEHANABAD,2004,Kharif     ,Ragi,69.0,47.0
33056,Bihar,JEHANABAD,2004,Kharif     ,Sesamum,10.0,5.0
33057,Bihar,JEHANABAD,2004,Kharif     ,Sunflower,23.0,34.0
33058,Bihar,JEHANABAD,2004,Kharif     ,Urad,46.0,34.0
33059,Bihar,JEHANABAD,2004,Rabi       ,Barley,215.0,126.0
33060,Bihar,JEHANABAD,2004,Rabi       ,Gram,1829.0,1295.0
33061,Bihar,JEHANABAD,2004,Rabi       ,Khesari,6775.0,4248.0
33062,Bihar,JEHANABAD,2004,Rabi       ,Linseed,195.0,164.0
33063,Bihar,JEHANABAD,2004,Rabi       ,Maize,168.0,520.0
33065,Bihar,JEHANABAD,2004,Rabi       ,Peas & beans (Pulses),179.0,158.0
33067,Bihar,JEHANABAD,2004,Rabi       ,Wheat,22710.0,43974.0
33068,Bihar,JEHANABAD,2004,Summer     ,Maize,158.0,493.0
33069,Bihar,JEHANABAD,2004,Summer     ,Moong(Green Gram),48.0,26.0
33070,Bihar,JEHANABAD,2004,Whole Year ,Coriander,28.0,18.0
33071,Bihar,JEHANABAD,2004,Whole Year ,Chillies,24.0,17.0
33072,Bihar,JEHANABAD,2004,Whole Year ,Garlic,6.0,9.0
33073,Bihar,JEHANABAD,2004,Whole Year ,Onion,100.0,724.0
33074,Bihar,JEHANABAD,2004,Whole Year ,Potato,1205.0,7778.0
33075,Bihar,JEHANABAD,2004,Whole Year ,Sannhamp,18.0,14.0
33076,Bihar,JEHANABAD,2004,Whole Year ,Sugarcane,157.0,5645.0
33077,Bihar,JEHANABAD,2004,Whole Year ,Sweet potato,1.0,14.0
33078,Bihar,JEHANABAD,2004,Winter     ,Rice,34334.0,13230.0
33080,Bihar,JEHANABAD,2005,Kharif     ,Groundnut,213.0,105.0
33081,Bihar,JEHANABAD,2005,Kharif     ,Horse-gram,10.0,9.0
33082,Bihar,JEHANABAD,2005,Kharif     ,Jowar,7.0,7.0
33083,Bihar,JEHANABAD,2005,Kharif     ,Maize,308.0,330.0
33084,Bihar,JEHANABAD,2005,Kharif     ,Moong(Green Gram),39.0,25.0
33086,Bihar,JEHANABAD,2005,Kharif     ,Ragi,52.0,47.0
33087,Bihar,JEHANABAD,2005,Kharif     ,Sesamum,12.0,13.0
33088,Bihar,JEHANABAD,2005,Kharif     ,Sunflower,55.0,77.0
33089,Bihar,JEHANABAD,2005,Kharif     ,Urad,10.0,8.0
33090,Bihar,JEHANABAD,2005,Rabi       ,Barley,295.0,253.0
33091,Bihar,JEHANABAD,2005,Rabi       ,Gram,1914.0,1520.0
33092,Bihar,JEHANABAD,2005,Rabi       ,Khesari,4066.0,2570.0
33093,Bihar,JEHANABAD,2005,Rabi       ,Linseed,201.0,172.0
33094,Bihar,JEHANABAD,2005,Rabi       ,Maize,134.0,408.0
33096,Bihar,JEHANABAD,2005,Rabi       ,Peas & beans (Pulses),236.0,217.0
33098,Bihar,JEHANABAD,2005,Rabi       ,Wheat,20714.0,30539.0
33099,Bihar,JEHANABAD,2005,Summer     ,Maize,148.0,362.0
33100,Bihar,JEHANABAD,2005,Summer     ,Moong(Green Gram),43.0,25.0
33101,Bihar,JEHANABAD,2005,Whole Year ,Coriander,23.0,19.0
33102,Bihar,JEHANABAD,2005,Whole Year ,Chillies,30.0,29.0
33103,Bihar,JEHANABAD,2005,Whole Year ,Garlic,24.0,35.0
33104,Bihar,JEHANABAD,2005,Whole Year ,Onion,115.0,845.0
33105,Bihar,JEHANABAD,2005,Whole Year ,Potato,1608.0,9599.0
33106,Bihar,JEHANABAD,2005,Whole Year ,Sannhamp,52.0,42.0
33107,Bihar,JEHANABAD,2005,Whole Year ,Sugarcane,262.0,6892.0
33108,Bihar,JEHANABAD,2005,Whole Year ,Turmeric,1.0,1.0
33109,Bihar,JEHANABAD,2005,Winter     ,Rice,46362.0,41425.0
33111,Bihar,JEHANABAD,2006,Kharif     ,Jute,4.0,41.0
33112,Bihar,JEHANABAD,2006,Kharif     ,Maize,690.0,959.0
33113,Bihar,JEHANABAD,2006,Kharif     ,Mesta,4.0,34.0
33114,Bihar,JEHANABAD,2006,Kharif     ,Moong(Green Gram),65.0,45.0
33115,Bihar,JEHANABAD,2006,Kharif     ,Ragi,90.0,79.0
33116,Bihar,JEHANABAD,2006,Kharif     ,Sannhamp,29.0,24.0
33117,Bihar,JEHANABAD,2006,Kharif     ,Sesamum,54.0,42.0
33118,Bihar,JEHANABAD,2006,Kharif     ,Urad,77.0,60.0
33119,Bihar,JEHANABAD,2006,Rabi       ,Barley,330.0,394.0
33120,Bihar,JEHANABAD,2006,Rabi       ,Gram,2517.0,2870.0
33121,Bihar,JEHANABAD,2006,Rabi       ,Khesari,8428.0,7992.0
33122,Bihar,JEHANABAD,2006,Rabi       ,Linseed,254.0,216.0
33123,Bihar,JEHANABAD,2006,Rabi       ,Maize,195.0,705.0
33125,Bihar,JEHANABAD,2006,Rabi       ,Peas & beans (Pulses),1854.0,1724.0
33127,Bihar,JEHANABAD,2006,Rabi       ,Sunflower,49.0,67.0
33128,Bihar,JEHANABAD,2006,Rabi       ,Wheat,32803.0,72142.0
33129,Bihar,JEHANABAD,2006,Summer     ,Maize,395.0,1403.0
33130,Bihar,JEHANABAD,2006,Summer     ,Moong(Green Gram),59.0,31.0
33131,Bihar,JEHANABAD,2006,Summer     ,Rice,7.0,9.0
33132,Bihar,JEHANABAD,2006,Winter     ,Rice,84713.0,156034.0
33133,Bihar,JEHANABAD,2007,Autumn     ,Maize,1192.0,1510.0
33135,Bihar,JEHANABAD,2007,Kharif     ,Groundnut,178.0,128.0
33136,Bihar,JEHANABAD,2007,Kharif     ,Jowar,7.0,8.0
33137,Bihar,JEHANABAD,2007,Kharif     ,Mesta,2.0,19.0
33138,Bihar,JEHANABAD,2007,Kharif     ,Moong(Green Gram),14.0,12.0
33139,Bihar,JEHANABAD,2007,Kharif     ,Ragi,156.0,94.0
33140,Bihar,JEHANABAD,2007,Kharif     ,Sannhamp,25.0,111.11
33141,Bihar,JEHANABAD,2007,Kharif     ,Sesamum,12.0,10.0
33142,Bihar,JEHANABAD,2007,Kharif     ,Urad,24.0,19.0
33143,Bihar,JEHANABAD,2007,Rabi       ,Barley,266.0,275.0
33144,Bihar,JEHANABAD,2007,Rabi       ,Gram,1854.0,1845.0
33145,Bihar,JEHANABAD,2007,Rabi       ,Khesari,4902.0,3794.0
33146,Bihar,JEHANABAD,2007,Rabi       ,Linseed,60.0,50.0
33147,Bihar,JEHANABAD,2007,Rabi       ,Maize,60.0,240.0
33149,Bihar,JEHANABAD,2007,Rabi       ,Peas & beans (Pulses),419.0,451.0
33151,Bihar,JEHANABAD,2007,Rabi       ,Sunflower,14.0,20.0
33152,Bihar,JEHANABAD,2007,Rabi       ,Wheat,28075.0,66322.0
33153,Bihar,JEHANABAD,2007,Summer     ,Maize,187.0,665.0
33154,Bihar,JEHANABAD,2007,Summer     ,Moong(Green Gram),69.0,41.0
33155,Bihar,JEHANABAD,2007,Summer     ,Rice,2.0,2.0
33156,Bihar,JEHANABAD,2007,Whole Year ,Coriander,19.0,14.0
33157,Bihar,JEHANABAD,2007,Whole Year ,Chillies,4.0,5.0
33158,Bihar,JEHANABAD,2007,Whole Year ,Garlic,4.0,6.0
33159,Bihar,JEHANABAD,2007,Whole Year ,Onion,104.0,904.0
33160,Bihar,JEHANABAD,2007,Whole Year ,Potato,1271.0,6269.0
33161,Bihar,JEHANABAD,2007,Whole Year ,Sugarcane,304.0,11271.0
33162,Bihar,JEHANABAD,2007,Winter     ,Rice,52706.0,91399.0
33163,Bihar,JEHANABAD,2008,Autumn     ,Maize,561.0,645.0
33165,Bihar,JEHANABAD,2008,Kharif     ,Moong(Green Gram),12.0,8.0
33166,Bihar,JEHANABAD,2008,Kharif     ,Potato,870.0,6525.0
33167,Bihar,JEHANABAD,2008,Kharif     ,Ragi,64.0,52.0
33168,Bihar,JEHANABAD,2008,Kharif     ,Sannhamp,2.0,11.11
33169,Bihar,JEHANABAD,2008,Kharif     ,Sesamum,3.0,2.0
33170,Bihar,JEHANABAD,2008,Kharif     ,Urad,7.0,2.0
33171,Bihar,JEHANABAD,2008,Rabi       ,Barley,94.0,69.0
33172,Bihar,JEHANABAD,2008,Rabi       ,Gram,2151.0,1837.0
33173,Bihar,JEHANABAD,2008,Rabi       ,Khesari,6502.0,5689.0
33174,Bihar,JEHANABAD,2008,Rabi       ,Linseed,104.0,88.0
33175,Bihar,JEHANABAD,2008,Rabi       ,Maize,37.0,130.0
33177,Bihar,JEHANABAD,2008,Rabi       ,Peas & beans (Pulses),930.0,895.0
33178,Bihar,JEHANABAD,2008,Rabi       ,Potato,291.0,1763.0
33180,Bihar,JEHANABAD,2008,Rabi       ,Sunflower,14.0,20.0
33181,Bihar,JEHANABAD,2008,Rabi       ,Sweet potato,2.0,29.0
33182,Bihar,JEHANABAD,2008,Rabi       ,Wheat,32754.0,72287.0
33183,Bihar,JEHANABAD,2008,Summer     ,Maize,193.0,626.0
33184,Bihar,JEHANABAD,2008,Summer     ,Moong(Green Gram),48.0,32.0
33185,Bihar,JEHANABAD,2008,Whole Year ,Garlic,2.0,3.0
33186,Bihar,JEHANABAD,2008,Whole Year ,Onion,130.0,894.0
33187,Bihar,JEHANABAD,2008,Whole Year ,Sugarcane,215.0,7525.0
33188,Bihar,JEHANABAD,2008,Whole Year ,Turmeric,1.0,1.0
33189,Bihar,JEHANABAD,2008,Winter     ,Rice,57835.0,145344.0
33190,Bihar,JEHANABAD,2009,Autumn     ,Maize,538.0,783.0
