Crop_Year,State_Name,District_Name,Season,Crop,Area,Production
1999,Odisha,RAYAGADA,Rabi,Ragi,0.17,0.15
1999,Odisha,RAYAGADA,Rabi,Sesamum,5.87,1.41
1999,Odisha,RAYAGADA,Rabi,Sunflower,0.24,0.15
1999,Odisha,RAYAGADA,Rabi,Urad,7.26,1.91
1999,Odisha,RAYAGADA,Rabi,Wheat,0.06,0.07
1999,Odisha,RAYAGADA,Summer,Rice,2.43,4.08
1999,Odisha,RAYAGADA,Whole Year,Onion,0.51,3.11
1999,Odisha,RAYAGADA,Whole Year,Potato,0.04,0.32
1999,Odisha,RAYAGADA,Whole Year,Sannhamp,0.08,0.34
1999,Odisha,RAYAGADA,Winter,Rice,54.0,89.0
1999,Odisha,RAYAGADA,Winter,Sugarcane,0.19,10.99
2000,Odisha,RAYAGADA,Autumn,Rice,11.97,9.74
2000,Odisha,RAYAGADA,Kharif,Bajra,0.55,0.29
2000,Odisha,RAYAGADA,Kharif,Castor seed,0.59,0.18
2000,Odisha,RAYAGADA,Kharif,Cotton,6.92,15.51
2000,Odisha,RAYAGADA,Kharif,Ginger,0.26,0.47
2000,Odisha,RAYAGADA,Kharif,Groundnut,0.329,0.2036
2000,Odisha,RAYAGADA,Kharif,Horse-gram,1.61,0.322
2000,Odisha,RAYAGADA,Kharif,Jowar,1.5,0.94
2000,Odisha,RAYAGADA,Kharif,Maize,3.861,4.2061
2000,Odisha,RAYAGADA,Kharif,Mesta,0.09,0.36
2000,Odisha,RAYAGADA,Kharif,Moong(Green Gram),0.506,0.13290000000000002
2000,Odisha,RAYAGADA,Kharif,Ragi,13.08,7.1818
2000,Odisha,RAYAGADA,Kharif,Sesamum,3.925,0.7579
2000,Odisha,RAYAGADA,Kharif,Urad,2.112,0.36160000000000003
2000,Odisha,RAYAGADA,Rabi,Castor seed,0.48,0.19
2000,Odisha,RAYAGADA,Rabi,Gram,0.09,0.04
2000,Odisha,RAYAGADA,Rabi,Sunflower,0.2,0.06
2000,Odisha,RAYAGADA,Summer,Rice,1.91,2.85
2000,Odisha,RAYAGADA,Whole Year,Chillies,2.59,2.15
2000,Odisha,RAYAGADA,Whole Year,Garlic,0.02,0.06
2000,Odisha,RAYAGADA,Whole Year,Onion,0.18,0.67
2000,Odisha,RAYAGADA,Whole Year,Potato,0.053,0.4023
2000,Odisha,RAYAGADA,Whole Year,Sannhamp,0.33,0.98
2000,Odisha,RAYAGADA,Whole Year,Sugarcane,0.127,6.3246
2000,Odisha,RAYAGADA,Whole Year,Sweet potato,1.59,11.92
2000,Odisha,RAYAGADA,Whole Year,Turmeric,0.19,0.44
2000,Odisha,RAYAGADA,Winter,Rice,55.56,60.47
2001,Odisha,RAYAGADA,Kharif,Bajra,0.6,0.36
2001,Odisha,RAYAGADA,Kharif,Castor seed,0.54,0.19
2001,Odisha,RAYAGADA,Kharif,Ginger,0.48,0.86
2001,Odisha,RAYAGADA,Kharif,Groundnut,0.44,0.3267
2001,Odisha,RAYAGADA,Kharif,Horse-gram,1.617,0.5045
2001,Odisha,RAYAGADA,Kharif,Jowar,1.51,0.93
2001,Odisha,RAYAGADA,Kharif,Maize,3.746,3.0704000000000002
2001,Odisha,RAYAGADA,Kharif,Moong(Green Gram),0.631,0.1371
2001,Odisha,RAYAGADA,Kharif,Ragi,10.801,6.9832
2001,Odisha,RAYAGADA,Kharif,Rice,66.0,101.0
2001,Odisha,RAYAGADA,Kharif,Sesamum,2.905,0.8201
2001,Odisha,RAYAGADA,Kharif,Urad,2.49,0.5519
2001,Odisha,RAYAGADA,Rabi,Castor seed,0.36,0.17
2001,Odisha,RAYAGADA,Rabi,Gram,0.09,0.04
2001,Odisha,RAYAGADA,Rabi,Sunflower,0.25,0.08
2001,Odisha,RAYAGADA,Rabi,Wheat,0.014,0.0154
2001,Odisha,RAYAGADA,Whole Year,Coriander,0.12,0.06
2001,Odisha,RAYAGADA,Whole Year,Chillies,3.63,2.87
2001,Odisha,RAYAGADA,Whole Year,Garlic,0.06,0.19
2001,Odisha,RAYAGADA,Whole Year,Onion,0.38,2.13
2001,Odisha,RAYAGADA,Whole Year,Potato,0.077,0.5477000000000001
2001,Odisha,RAYAGADA,Whole Year,Sugarcane,0.066,2.7681999999999998
2001,Odisha,RAYAGADA,Whole Year,Sweet potato,1.61,12.56
2001,Odisha,RAYAGADA,Whole Year,Turmeric,0.21,0.05
2002,Odisha,RAYAGADA,Kharif,Bajra,0.66,0.26
2002,Odisha,RAYAGADA,Kharif,Castor seed,0.49,0.12
2002,Odisha,RAYAGADA,Kharif,Ginger,0.48,0.91
2002,Odisha,RAYAGADA,Kharif,Groundnut,0.827,0.5546
2002,Odisha,RAYAGADA,Kharif,Horse-gram,1.613,0.32739999999999997
2002,Odisha,RAYAGADA,Kharif,Jowar,1.43,0.72
2002,Odisha,RAYAGADA,Kharif,Maize,3.895,4.0047
2002,Odisha,RAYAGADA,Kharif,Moong(Green Gram),0.418,0.0565
2002,Odisha,RAYAGADA,Kharif,Ragi,12.046,6.0508999999999995
2002,Odisha,RAYAGADA,Kharif,Rice,56.0,48.0
2002,Odisha,RAYAGADA,Kharif,Sesamum,2.383,0.4722
2002,Odisha,RAYAGADA,Kharif,Urad,3.066,0.4713
2002,Odisha,RAYAGADA,Rabi,Castor seed,0.22,0.08
2002,Odisha,RAYAGADA,Rabi,Gram,0.11,0.04
2002,Odisha,RAYAGADA,Rabi,Sunflower,0.13,0.04
2002,Odisha,RAYAGADA,Rabi,Wheat,0.008,0.0038
2002,Odisha,RAYAGADA,Whole Year,Coriander,0.1,0.05
2002,Odisha,RAYAGADA,Whole Year,Chillies,3.75,3.3
2002,Odisha,RAYAGADA,Whole Year,Garlic,0.07,0.22
2002,Odisha,RAYAGADA,Whole Year,Onion,0.45,2.72
2002,Odisha,RAYAGADA,Whole Year,Potato,0.038,0.2304
2002,Odisha,RAYAGADA,Whole Year,Sugarcane,0.271,10.7798
2002,Odisha,RAYAGADA,Whole Year,Sweet potato,1.69,13.88
2002,Odisha,RAYAGADA,Whole Year,Turmeric,0.21,0.45
2003,Odisha,RAYAGADA,Kharif,Bajra,0.62,0.37
2003,Odisha,RAYAGADA,Kharif,Castor seed,0.58,0.18
2003,Odisha,RAYAGADA,Kharif,Ginger,0.25,0.47
2003,Odisha,RAYAGADA,Kharif,Groundnut,0.398,0.2785
2003,Odisha,RAYAGADA,Kharif,Horse-gram,1.933,0.636
2003,Odisha,RAYAGADA,Kharif,Jowar,2.26,1.38
2003,Odisha,RAYAGADA,Kharif,Maize,2.992,2.5692
2003,Odisha,RAYAGADA,Kharif,Moong(Green Gram),0.466,0.12390000000000001
2003,Odisha,RAYAGADA,Kharif,Ragi,12.029,7.318899999999999
2003,Odisha,RAYAGADA,Kharif,Rice,62.0,110.0
2003,Odisha,RAYAGADA,Kharif,Sesamum,3.771,1.0592000000000001
2003,Odisha,RAYAGADA,Kharif,Urad,2.842,0.691
2003,Odisha,RAYAGADA,Rabi,Castor seed,0.24,0.1
2003,Odisha,RAYAGADA,Rabi,Gram,0.19,0.08
2003,Odisha,RAYAGADA,Rabi,Sunflower,0.18,0.09
2003,Odisha,RAYAGADA,Rabi,Wheat,0.014,0.0184
2003,Odisha,RAYAGADA,Whole Year,Coriander,0.1,0.05
2003,Odisha,RAYAGADA,Whole Year,Chillies,2.12,1.87
2003,Odisha,RAYAGADA,Whole Year,Garlic,0.08,0.24
2003,Odisha,RAYAGADA,Whole Year,Onion,0.46,2.81
2003,Odisha,RAYAGADA,Whole Year,Potato,0.038,0.24819999999999998
2003,Odisha,RAYAGADA,Whole Year,Sugarcane,0.035,1.4315
2003,Odisha,RAYAGADA,Whole Year,Sweet potato,1.69,14.16
2003,Odisha,RAYAGADA,Whole Year,Turmeric,0.1,0.21
2004,Odisha,RAYAGADA,Autumn,Groundnut,0.331,0.289
2004,Odisha,RAYAGADA,Autumn,Maize,3.569,3.6521
2004,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.013,0.0018
2004,Odisha,RAYAGADA,Autumn,Ragi,3.491,2.2517
2004,Odisha,RAYAGADA,Autumn,Rice,10.0,8.0
2004,Odisha,RAYAGADA,Autumn,Urad,0.069,0.013099999999999999
2004,Odisha,RAYAGADA,Kharif,Bajra,0.617,0.37
2004,Odisha,RAYAGADA,Kharif,Castor seed,0.622,0.19
2004,Odisha,RAYAGADA,Kharif,Ginger,0.294,0.555
2004,Odisha,RAYAGADA,Kharif,Jowar,1.576,0.946
2004,Odisha,RAYAGADA,Rabi,Castor seed,0.287,0.09
2004,Odisha,RAYAGADA,Rabi,Gram,0.124,0.05
2004,Odisha,RAYAGADA,Rabi,Sunflower,0.221,0.111
2004,Odisha,RAYAGADA,Summer,Groundnut,0.081,0.1004
2004,Odisha,RAYAGADA,Summer,Maize,0.04,0.0482
2004,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.026,0.004
2004,Odisha,RAYAGADA,Summer,Ragi,0.075,0.07529999999999999
2004,Odisha,RAYAGADA,Summer,Rice,3.0,3.0
2004,Odisha,RAYAGADA,Summer,Sesamum,0.301,0.060200000000000004
2004,Odisha,RAYAGADA,Summer,Urad,0.391,0.0856
2004,Odisha,RAYAGADA,Summer,Wheat,0.028,0.029
2004,Odisha,RAYAGADA,Whole Year,Coriander,0.122,0.057
2004,Odisha,RAYAGADA,Whole Year,Chillies,2.006,1.77
2004,Odisha,RAYAGADA,Whole Year,Garlic,0.088,0.273
2004,Odisha,RAYAGADA,Whole Year,Onion,0.653,3.95
2004,Odisha,RAYAGADA,Whole Year,Sweet potato,1.737,14.525
2004,Odisha,RAYAGADA,Whole Year,Turmeric,0.117,0.247
2004,Odisha,RAYAGADA,Winter,Groundnut,0.061,0.0373
2004,Odisha,RAYAGADA,Winter,Horse-gram,2.026,0.6281
2004,Odisha,RAYAGADA,Winter,Maize,0.016,0.016
2004,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.109,0.0172
2004,Odisha,RAYAGADA,Winter,Potato,0.08,0.5724
2004,Odisha,RAYAGADA,Winter,Ragi,8.298,5.1116
2004,Odisha,RAYAGADA,Winter,Rice,54.0,96.0
2004,Odisha,RAYAGADA,Winter,Sesamum,4.729,1.3760999999999999
2004,Odisha,RAYAGADA,Winter,Sugarcane,0.04,1.1707
2004,Odisha,RAYAGADA,Winter,Urad,3.462,0.8759
2005,Odisha,RAYAGADA,Autumn,Groundnut,0.186,0.127
2005,Odisha,RAYAGADA,Autumn,Maize,2.931,2.7315
2005,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.006,0.0006
2005,Odisha,RAYAGADA,Autumn,Ragi,2.798,1.6732
2005,Odisha,RAYAGADA,Autumn,Rice,7.0,4.0
2005,Odisha,RAYAGADA,Autumn,Urad,0.005,0.0007
2005,Odisha,RAYAGADA,Summer,Groundnut,0.015,0.0212
2005,Odisha,RAYAGADA,Summer,Maize,0.108,0.1183
2005,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.012,0.0044
2005,Odisha,RAYAGADA,Summer,Ragi,0.022,0.0145
2005,Odisha,RAYAGADA,Summer,Rice,5.0,7.0
2005,Odisha,RAYAGADA,Summer,Sesamum,0.155,0.0386
2005,Odisha,RAYAGADA,Summer,Urad,0.011,0.0015
2005,Odisha,RAYAGADA,Summer,Wheat,0.026,0.0258
2005,Odisha,RAYAGADA,Winter,Groundnut,0.155,0.0932
2005,Odisha,RAYAGADA,Winter,Horse-gram,2.104,0.5765
2005,Odisha,RAYAGADA,Winter,Maize,0.068,0.0533
2005,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.163,0.0329
2005,Odisha,RAYAGADA,Winter,Potato,0.066,0.4198
2005,Odisha,RAYAGADA,Winter,Ragi,6.647,4.2142
2005,Odisha,RAYAGADA,Winter,Rice,39.0,60.0
2005,Odisha,RAYAGADA,Winter,Sesamum,5.151,1.2774
2005,Odisha,RAYAGADA,Winter,Sugarcane,0.137,6.668699999999999
2005,Odisha,RAYAGADA,Winter,Urad,2.902,0.7719
2006,Odisha,RAYAGADA,Autumn,Groundnut,0.232,0.1805
2006,Odisha,RAYAGADA,Autumn,Maize,3.236,2.984
2006,Odisha,RAYAGADA,Autumn,Ragi,3.03,1.8756
2006,Odisha,RAYAGADA,Autumn,Rice,9.0,8.0
2006,Odisha,RAYAGADA,Autumn,Sesamum,0.002,0.0002
2006,Odisha,RAYAGADA,Autumn,Urad,0.001,0.0002
2006,Odisha,RAYAGADA,Summer,Groundnut,0.043,0.06559999999999999
2006,Odisha,RAYAGADA,Summer,Maize,0.069,0.0699
2006,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.013,0.0046
2006,Odisha,RAYAGADA,Summer,Ragi,0.114,0.0751
2006,Odisha,RAYAGADA,Summer,Rice,3.0,4.0
2006,Odisha,RAYAGADA,Summer,Sesamum,0.088,0.028
2006,Odisha,RAYAGADA,Summer,Urad,0.006,0.0007
2006,Odisha,RAYAGADA,Summer,Wheat,0.029,0.030899999999999997
2006,Odisha,RAYAGADA,Winter,Groundnut,0.06,0.0421
2006,Odisha,RAYAGADA,Winter,Horse-gram,2.089,0.6643
2006,Odisha,RAYAGADA,Winter,Maize,0.044,0.0363
2006,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.08,0.0162
2006,Odisha,RAYAGADA,Winter,Potato,0.053,0.4541
2006,Odisha,RAYAGADA,Winter,Ragi,8.091,5.5908999999999995
2006,Odisha,RAYAGADA,Winter,Rice,52.0,97.0
2006,Odisha,RAYAGADA,Winter,Sesamum,3.511,0.8987999999999999
2006,Odisha,RAYAGADA,Winter,Sugarcane,0.058,2.6319
2006,Odisha,RAYAGADA,Winter,Urad,2.351,0.5854
2007,Odisha,RAYAGADA,Autumn,Groundnut,0.248,0.2016
2007,Odisha,RAYAGADA,Autumn,Maize,3.561,3.6976
2007,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.082,0.0261
2007,Odisha,RAYAGADA,Autumn,Ragi,3.964,2.4616
2007,Odisha,RAYAGADA,Autumn,Rice,8.0,8.0
2007,Odisha,RAYAGADA,Autumn,Urad,0.019,0.0048
2007,Odisha,RAYAGADA,Summer,Groundnut,0.107,0.1105
2007,Odisha,RAYAGADA,Summer,Maize,0.113,0.1277
2007,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.011,0.002
2007,Odisha,RAYAGADA,Summer,Ragi,0.238,0.2023
2007,Odisha,RAYAGADA,Summer,Rice,4.0,7.0
2007,Odisha,RAYAGADA,Summer,Sesamum,0.263,0.0723
2007,Odisha,RAYAGADA,Summer,Urad,0.095,0.0216
2007,Odisha,RAYAGADA,Summer,Wheat,0.017,0.0058
2007,Odisha,RAYAGADA,Winter,Groundnut,0.137,0.11220000000000001
2007,Odisha,RAYAGADA,Winter,Horse-gram,2.495,0.8159
2007,Odisha,RAYAGADA,Winter,Maize,0.095,0.09359999999999999
2007,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.26,0.0476
2007,Odisha,RAYAGADA,Winter,Potato,0.076,0.5792
2007,Odisha,RAYAGADA,Winter,Ragi,10.1,6.2115
2007,Odisha,RAYAGADA,Winter,Rice,59.0,116.0
2007,Odisha,RAYAGADA,Winter,Sesamum,3.896,1.0753
2007,Odisha,RAYAGADA,Winter,Sugarcane,0.082,2.9781999999999997
2007,Odisha,RAYAGADA,Winter,Urad,3.537,0.9161
2008,Odisha,RAYAGADA,Autumn,Groundnut,0.231,0.176
2008,Odisha,RAYAGADA,Autumn,Maize,3.793,4.4738
2008,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.003,0.0009
2008,Odisha,RAYAGADA,Autumn,Ragi,5.136,3.4103000000000003
2008,Odisha,RAYAGADA,Autumn,Rice,9.0,8.0
2008,Odisha,RAYAGADA,Autumn,Urad,0.005,0.0006
2008,Odisha,RAYAGADA,Summer,Groundnut,0.022,0.026
2008,Odisha,RAYAGADA,Summer,Maize,0.088,0.0896
2008,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.037,0.0073
2008,Odisha,RAYAGADA,Summer,Ragi,0.111,0.08070000000000001
2008,Odisha,RAYAGADA,Summer,Rice,2.0,3.0
2008,Odisha,RAYAGADA,Summer,Sesamum,0.123,0.0349
2008,Odisha,RAYAGADA,Summer,Urad,0.076,0.0146
2008,Odisha,RAYAGADA,Summer,Wheat,0.009,0.0099
2008,Odisha,RAYAGADA,Winter,Groundnut,0.082,0.0475
2008,Odisha,RAYAGADA,Winter,Horse-gram,2.318,0.6235
2008,Odisha,RAYAGADA,Winter,Maize,0.044,0.032600000000000004
2008,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.135,0.019600000000000003
2008,Odisha,RAYAGADA,Winter,Potato,0.093,1.0307
2008,Odisha,RAYAGADA,Winter,Ragi,10.469,5.5066999999999995
2008,Odisha,RAYAGADA,Winter,Rice,52.0,86.0
2008,Odisha,RAYAGADA,Winter,Sesamum,3.465,0.6584
2008,Odisha,RAYAGADA,Winter,Sugarcane,0.016,0.544
2008,Odisha,RAYAGADA,Winter,Urad,3.179,0.6326
2009,Odisha,RAYAGADA,Autumn,Groundnut,0.275,0.2082
2009,Odisha,RAYAGADA,Autumn,Maize,3.043,2.984
2009,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.002,0.0012
2009,Odisha,RAYAGADA,Autumn,Ragi,3.031,1.8034000000000001
2009,Odisha,RAYAGADA,Autumn,Rice,7.0,6.0
2009,Odisha,RAYAGADA,Autumn,Urad,0.004,0.0036
2009,Odisha,RAYAGADA,Summer,Groundnut,0.049,0.0549
2009,Odisha,RAYAGADA,Summer,Maize,0.093,0.1097
2009,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.022,0.0075
2009,Odisha,RAYAGADA,Summer,Ragi,0.105,0.0988
2009,Odisha,RAYAGADA,Summer,Rice,4.0,7.0
2009,Odisha,RAYAGADA,Summer,Sesamum,0.541,0.1325
2009,Odisha,RAYAGADA,Summer,Urad,0.03,0.006
2009,Odisha,RAYAGADA,Summer,Wheat,0.001,0.0007
2009,Odisha,RAYAGADA,Winter,Groundnut,0.067,0.0445
2009,Odisha,RAYAGADA,Winter,Horse-gram,2.217,0.7427
2009,Odisha,RAYAGADA,Winter,Maize,0.085,0.07809999999999999
2009,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.203,0.0518
2009,Odisha,RAYAGADA,Winter,Potato,0.045,0.2727
2009,Odisha,RAYAGADA,Winter,Ragi,8.431,4.949
2009,Odisha,RAYAGADA,Winter,Rice,60.0,114.0
2009,Odisha,RAYAGADA,Winter,Sesamum,3.923,1.1024
2009,Odisha,RAYAGADA,Winter,Sugarcane,0.018,0.539
2009,Odisha,RAYAGADA,Winter,Urad,2.907,0.7587
2010,Odisha,RAYAGADA,Autumn,Groundnut,0.19,0.1406
2010,Odisha,RAYAGADA,Autumn,Maize,4.219,4.6784
2010,Odisha,RAYAGADA,Autumn,Moong(Green Gram),0.001,0.0002
2010,Odisha,RAYAGADA,Autumn,Ragi,4.3,2.7906999999999997
2010,Odisha,RAYAGADA,Autumn,Rice,8.0,8.0
2010,Odisha,RAYAGADA,Autumn,Urad,0.005,0.0002
2010,Odisha,RAYAGADA,Summer,Groundnut,0.023,0.023899999999999998
2010,Odisha,RAYAGADA,Summer,Maize,0.116,0.1362
2010,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.09,0.026600000000000002
2010,Odisha,RAYAGADA,Summer,Ragi,0.099,0.09259999999999999
2010,Odisha,RAYAGADA,Summer,Rice,3.0,6.0
2010,Odisha,RAYAGADA,Summer,Sesamum,0.171,0.0554
2010,Odisha,RAYAGADA,Summer,Urad,0.016,0.005
2010,Odisha,RAYAGADA,Winter,Groundnut,0.051,0.0433
2010,Odisha,RAYAGADA,Winter,Horse-gram,3.06,1.1628
2010,Odisha,RAYAGADA,Winter,Maize,0.086,0.1014
2010,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.269,0.0611
2010,Odisha,RAYAGADA,Winter,Potato,0.096,1.0751
2010,Odisha,RAYAGADA,Winter,Ragi,8.121,5.3274
2010,Odisha,RAYAGADA,Winter,Rice,49.0,112.0
2010,Odisha,RAYAGADA,Winter,Sesamum,4.172,1.31
2010,Odisha,RAYAGADA,Winter,Sugarcane,0.072,4.32
2010,Odisha,RAYAGADA,Winter,Urad,4.069,1.123
2011,Odisha,RAYAGADA,Autumn,Groundnut,0.252,0.1774
2011,Odisha,RAYAGADA,Autumn,Maize,3.877,4.7203
2011,Odisha,RAYAGADA,Autumn,Ragi,3.979,2.5465999999999998
2011,Odisha,RAYAGADA,Autumn,Rice,6.0,5.0
2011,Odisha,RAYAGADA,Autumn,Urad,0.011,0.0044
2011,Odisha,RAYAGADA,Summer,Groundnut,0.017,0.026699999999999998
2011,Odisha,RAYAGADA,Summer,Maize,0.07,0.09559999999999999
2011,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.014,0.0021000000000000003
2011,Odisha,RAYAGADA,Summer,Ragi,0.038,0.0312
2011,Odisha,RAYAGADA,Summer,Rice,1.0,2.0
2011,Odisha,RAYAGADA,Summer,Sesamum,0.134,0.035
2011,Odisha,RAYAGADA,Summer,Urad,0.012,0.0028
2011,Odisha,RAYAGADA,Winter,Groundnut,0.039,0.027600000000000003
2011,Odisha,RAYAGADA,Winter,Horse-gram,1.707,0.49839999999999995
2011,Odisha,RAYAGADA,Winter,Maize,0.104,0.0884
2011,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.031,0.0066
2011,Odisha,RAYAGADA,Winter,Potato,0.076,0.5765
2011,Odisha,RAYAGADA,Winter,Ragi,8.131,3.789
2011,Odisha,RAYAGADA,Winter,Rice,52.0,67.0
2011,Odisha,RAYAGADA,Winter,Sesamum,2.198,0.5077
2011,Odisha,RAYAGADA,Winter,Sugarcane,0.015,0.792
2011,Odisha,RAYAGADA,Winter,Urad,2.511,0.5876
2012,Odisha,RAYAGADA,Autumn,Groundnut,0.17,0.1176
2012,Odisha,RAYAGADA,Autumn,Maize,3.678,4.3092
2012,Odisha,RAYAGADA,Autumn,Ragi,3.419,2.4138
2012,Odisha,RAYAGADA,Autumn,Rice,7.0,7.0
2012,Odisha,RAYAGADA,Autumn,Urad,0.008,0.0006
2012,Odisha,RAYAGADA,Summer,Groundnut,0.082,0.1036
2012,Odisha,RAYAGADA,Summer,Maize,0.008,0.0105
2012,Odisha,RAYAGADA,Summer,Ragi,0.03,0.023899999999999998
2012,Odisha,RAYAGADA,Summer,Rice,115.0,3.0
2012,Odisha,RAYAGADA,Summer,Sesamum,0.039,0.013099999999999999
2012,Odisha,RAYAGADA,Summer,Urad,0.005,0.0012
2012,Odisha,RAYAGADA,Winter,Groundnut,0.054,0.0339
2012,Odisha,RAYAGADA,Winter,Horse-gram,2.931,1.0903
2012,Odisha,RAYAGADA,Winter,Maize,0.093,0.1051
2012,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.073,0.019399999999999997
2012,Odisha,RAYAGADA,Winter,Potato,0.034,0.31139999999999995
2012,Odisha,RAYAGADA,Winter,Ragi,8.467,5.893
2012,Odisha,RAYAGADA,Winter,Rice,48.0,108.0
2012,Odisha,RAYAGADA,Winter,Sesamum,2.263,0.6472
2012,Odisha,RAYAGADA,Winter,Sugarcane,0.019,1.2995999999999999
2012,Odisha,RAYAGADA,Winter,Urad,3.626,1.0334
2013,Odisha,RAYAGADA,Autumn,Groundnut,0.245,0.19669999999999999
2013,Odisha,RAYAGADA,Autumn,Maize,3.912,5.3532
2013,Odisha,RAYAGADA,Autumn,Ragi,3.995,2.7645
2013,Odisha,RAYAGADA,Autumn,Rice,7.0,7.0
2013,Odisha,RAYAGADA,Summer,Groundnut,0.093,0.1315
2013,Odisha,RAYAGADA,Summer,Maize,0.179,0.2479
2013,Odisha,RAYAGADA,Summer,Ragi,0.077,0.0733
2013,Odisha,RAYAGADA,Summer,Rice,4.0,9.0
2013,Odisha,RAYAGADA,Summer,Sesamum,0.243,0.10909999999999999
2013,Odisha,RAYAGADA,Winter,Groundnut,0.036,0.03
2013,Odisha,RAYAGADA,Winter,Horse-gram,3.056,1.1338
2013,Odisha,RAYAGADA,Winter,Maize,0.143,0.1691
2013,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.07,0.019600000000000003
2013,Odisha,RAYAGADA,Winter,Potato,0.051,0.6314
2013,Odisha,RAYAGADA,Winter,Ragi,7.837,5.7759
2013,Odisha,RAYAGADA,Winter,Rice,57.0,153.0
2013,Odisha,RAYAGADA,Winter,Sesamum,2.04,0.6304
2013,Odisha,RAYAGADA,Winter,Sugarcane,0.021,1.7325
2013,Odisha,RAYAGADA,Winter,Urad,3.355,1.0702
2014,Odisha,RAYAGADA,Autumn,Groundnut,0.211,0.16519999999999999
2014,Odisha,RAYAGADA,Autumn,Maize,4.454,6.1827
2014,Odisha,RAYAGADA,Autumn,Ragi,3.125,2.2781
2014,Odisha,RAYAGADA,Autumn,Rice,6.0,7.0
2014,Odisha,RAYAGADA,Summer,Groundnut,0.079,0.1225
2014,Odisha,RAYAGADA,Summer,Maize,0.098,0.16240000000000002
2014,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.019,0.0116
2014,Odisha,RAYAGADA,Summer,Ragi,0.13,0.1286
2014,Odisha,RAYAGADA,Summer,Rice,5.0,15.0
2014,Odisha,RAYAGADA,Summer,Sesamum,0.594,0.2881
2014,Odisha,RAYAGADA,Summer,Urad,0.009,0.004200000000000001
2014,Odisha,RAYAGADA,Winter,Groundnut,0.024,0.0171
2014,Odisha,RAYAGADA,Winter,Horse-gram,2.785,1.0945
2014,Odisha,RAYAGADA,Winter,Maize,0.117,0.1611
2014,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.109,0.0386
2014,Odisha,RAYAGADA,Winter,Potato,0.036,0.3378
2014,Odisha,RAYAGADA,Winter,Ragi,7.05,5.1888000000000005
2014,Odisha,RAYAGADA,Winter,Rice,54.0,161.0
2014,Odisha,RAYAGADA,Winter,Sesamum,1.945,0.6399
2014,Odisha,RAYAGADA,Winter,Sugarcane,0.01,0.468
2014,Odisha,RAYAGADA,Winter,Urad,2.425,0.8124
2015,Odisha,RAYAGADA,Autumn,Groundnut,0.201,0.1676
2015,Odisha,RAYAGADA,Autumn,Maize,3.707,6.1076999999999995
2015,Odisha,RAYAGADA,Autumn,Ragi,3.811,2.3781
2015,Odisha,RAYAGADA,Autumn,Rice,5.0,3.0
2015,Odisha,RAYAGADA,Summer,Groundnut,0.083,0.1046
2015,Odisha,RAYAGADA,Summer,Maize,0.091,0.1545
2015,Odisha,RAYAGADA,Summer,Moong(Green Gram),0.053,0.012
2015,Odisha,RAYAGADA,Summer,Ragi,0.071,0.0574
2015,Odisha,RAYAGADA,Summer,Rice,2.0,4.0
2015,Odisha,RAYAGADA,Summer,Sesamum,0.138,0.0359
2015,Odisha,RAYAGADA,Summer,Urad,0.016,0.0043
2015,Odisha,RAYAGADA,Winter,Groundnut,0.039,0.009699999999999999
2015,Odisha,RAYAGADA,Winter,Horse-gram,1.689,0.3817
2015,Odisha,RAYAGADA,Winter,Maize,0.147,0.15430000000000002
2015,Odisha,RAYAGADA,Winter,Moong(Green Gram),0.137,0.023
2015,Odisha,RAYAGADA,Winter,Potato,0.028,0.2273
2015,Odisha,RAYAGADA,Winter,Ragi,5.265,2.2691999999999997
2015,Odisha,RAYAGADA,Winter,Rice,45.0,54.0
2015,Odisha,RAYAGADA,Winter,Sesamum,1.661,0.30060000000000003
2015,Odisha,RAYAGADA,Winter,Sugarcane,0.081,4.1688
2015,Odisha,RAYAGADA,Winter,Urad,2.291,0.4032
1997,Odisha,SAMBALPUR,Autumn,Groundnut,0.021,0.014
1997,Odisha,SAMBALPUR,Autumn,Maize,0.104,0.061
