Crop_Year,State_Name,District_Name,Season,Crop,Area,Production
2011,Assam,CHIRANG,Rabi,Chillies,0.515,0.411
2011,Assam,CHIRANG,Rabi,Ginger,0.302,1.51
2011,Assam,CHIRANG,Rabi,Gram,0.081,0.042
2011,Assam,CHIRANG,Rabi,Linseed,0.269,0.126
2011,Assam,CHIRANG,Rabi,Moong(Green Gram),0.129,0.062
2011,Assam,CHIRANG,Rabi,Peas & beans (Pulses),0.249,0.192
2011,Assam,CHIRANG,Rabi,Pineapple,0.56,10.505
2011,Assam,CHIRANG,Rabi,Sweet potato,0.126,0.429
2011,Assam,CHIRANG,Rabi,Urad,0.77,0.368
2011,Assam,CHIRANG,Rabi,Wheat,0.966,0.99
2011,Assam,CHIRANG,Summer,Rice,0.442,1.106
2011,Assam,CHIRANG,Whole Year,Banana,0.512,6.912
2011,Assam,CHIRANG,Whole Year,Onion,0.181,0.547
2011,Assam,CHIRANG,Whole Year,Potato,2.384,18.118
2011,Assam,CHIRANG,Whole Year,Sugarcane,0.096,3.557
2011,Assam,CHIRANG,Whole Year,Turmeric,0.395,0.259
2011,Assam,CHIRANG,Winter,Rice,35.48,42.43
2012,Assam,CHIRANG,Autumn,Rice,17.722,22.966
2012,Assam,CHIRANG,Kharif,Castor seed,0.006,0.003
2012,Assam,CHIRANG,Kharif,Cotton,0.034,0.015
2012,Assam,CHIRANG,Kharif,Jute,2.165,18.561
2012,Assam,CHIRANG,Kharif,Maize,0.516,0.41
2012,Assam,CHIRANG,Kharif,Mesta,0.253,1.773
2012,Assam,CHIRANG,Kharif,Orange,1.188,14.63
2012,Assam,CHIRANG,Kharif,Papaya,0.251,4.096
2012,Assam,CHIRANG,Kharif,Sesamum,0.331,0.213
2012,Assam,CHIRANG,Kharif,Tapioca,0.705,3.56
2012,Assam,CHIRANG,Rabi,Black pepper,0.017,0.029
2012,Assam,CHIRANG,Rabi,Chillies,0.412,0.356
2012,Assam,CHIRANG,Rabi,Ginger,0.371,1.864
2012,Assam,CHIRANG,Rabi,Gram,0.133,0.069
2012,Assam,CHIRANG,Rabi,Linseed,0.203,0.102
2012,Assam,CHIRANG,Rabi,Moong(Green Gram),0.124,0.066
2012,Assam,CHIRANG,Rabi,Peas & beans (Pulses),0.241,0.194
2012,Assam,CHIRANG,Rabi,Pineapple,0.645,12.171
2012,Assam,CHIRANG,Rabi,Sweet potato,0.127,0.449
2012,Assam,CHIRANG,Rabi,Urad,0.756,0.265
2012,Assam,CHIRANG,Rabi,Wheat,0.614,0.616
2012,Assam,CHIRANG,Summer,Rice,3.262,9.672
2012,Assam,CHIRANG,Whole Year,Banana,0.647,10.652
2012,Assam,CHIRANG,Whole Year,Onion,0.2,0.629
2012,Assam,CHIRANG,Whole Year,Potato,2.854,21.81
2012,Assam,CHIRANG,Whole Year,Sugarcane,0.193,6.873
2012,Assam,CHIRANG,Whole Year,Turmeric,0.47,0.317
2012,Assam,CHIRANG,Winter,Rice,36.176,50.867
2013,Assam,CHIRANG,Autumn,Rice,8.879,11.707
2013,Assam,CHIRANG,Kharif,Castor seed,0.004,0.002
2013,Assam,CHIRANG,Kharif,Cotton,0.027,0.011
2013,Assam,CHIRANG,Kharif,Jute,1.239,12.727
2013,Assam,CHIRANG,Kharif,Maize,0.397,0.77
2013,Assam,CHIRANG,Kharif,Mesta,0.246,2.66
2013,Assam,CHIRANG,Kharif,Orange,1.08,13.3
2013,Assam,CHIRANG,Kharif,Papaya,0.257,4.194
2013,Assam,CHIRANG,Kharif,Sesamum,0.383,0.218
2013,Assam,CHIRANG,Kharif,Tapioca,0.187,0.944
2013,Assam,CHIRANG,Rabi,Black pepper,0.016,0.028
2013,Assam,CHIRANG,Rabi,Chillies,0.424,0.367
2013,Assam,CHIRANG,Rabi,Ginger,0.348,1.749
2013,Assam,CHIRANG,Rabi,Gram,0.141,0.075
2013,Assam,CHIRANG,Rabi,Linseed,0.197,0.131
2013,Assam,CHIRANG,Rabi,Moong(Green Gram),0.119,0.055
2013,Assam,CHIRANG,Rabi,Peas & beans (Pulses),0.397,0.272
2013,Assam,CHIRANG,Rabi,Pineapple,0.686,12.945
2013,Assam,CHIRANG,Rabi,Sweet potato,0.125,0.442
2013,Assam,CHIRANG,Rabi,Urad,1.419,0.696
2013,Assam,CHIRANG,Rabi,Wheat,0.647,0.633
2013,Assam,CHIRANG,Summer,Rice,2.727,6.025
2013,Assam,CHIRANG,Whole Year,Banana,0.763,12.562
2013,Assam,CHIRANG,Whole Year,Onion,0.182,0.573
2013,Assam,CHIRANG,Whole Year,Potato,2.801,22.907
2013,Assam,CHIRANG,Whole Year,Sugarcane,0.209,7.727
2013,Assam,CHIRANG,Whole Year,Turmeric,0.404,0.273
2013,Assam,CHIRANG,Winter,Rice,35.25,58.207
2014,Assam,CHIRANG,Autumn,Rice,6.255,6.553
2014,Assam,CHIRANG,Kharif,Cotton,0.024,0.01
2014,Assam,CHIRANG,Kharif,Jute,1.02,8.966
2014,Assam,CHIRANG,Kharif,Maize,0.297,0.864
2014,Assam,CHIRANG,Kharif,Mesta,0.152,1.105
2014,Assam,CHIRANG,Kharif,Orange,1.1,13.557
2014,Assam,CHIRANG,Kharif,Papaya,0.253,4.129
2014,Assam,CHIRANG,Kharif,Sesamum,0.394,0.272
2014,Assam,CHIRANG,Kharif,Tapioca,0.208,1.05
2014,Assam,CHIRANG,Rabi,Black pepper,0.014,0.024
2014,Assam,CHIRANG,Rabi,Chillies,0.454,0.398
2014,Assam,CHIRANG,Rabi,Ginger,0.488,2.457
2014,Assam,CHIRANG,Rabi,Gram,0.118,0.079
2014,Assam,CHIRANG,Rabi,Linseed,0.189,0.111
2014,Assam,CHIRANG,Rabi,Moong(Green Gram),0.127,0.076
2014,Assam,CHIRANG,Rabi,Peas & beans (Pulses),0.419,0.458
2014,Assam,CHIRANG,Rabi,Pineapple,0.712,13.436
2014,Assam,CHIRANG,Rabi,Sweet potato,0.239,0.846
2014,Assam,CHIRANG,Rabi,Urad,0.771,0.326
2014,Assam,CHIRANG,Rabi,Wheat,0.765,0.832
2014,Assam,CHIRANG,Summer,Rice,3.413,8.114
2014,Assam,CHIRANG,Whole Year,Banana,0.872,14.356
2014,Assam,CHIRANG,Whole Year,Onion,0.199,0.629
2014,Assam,CHIRANG,Whole Year,Potato,3.536,32.583
2014,Assam,CHIRANG,Whole Year,Sugarcane,0.147,5.404
2014,Assam,CHIRANG,Whole Year,Turmeric,0.552,0.378
2014,Assam,CHIRANG,Winter,Rice,35.857,58.189
1997,Assam,DARRANG,Autumn,Rice,68.782,40.252
1997,Assam,DARRANG,Kharif,Cotton,0.04,0.019
1997,Assam,DARRANG,Kharif,Jute,10.65,93.783
1997,Assam,DARRANG,Kharif,Maize,0.811,0.494
1997,Assam,DARRANG,Kharif,Mesta,0.737,3.335
1997,Assam,DARRANG,Kharif,Sugarcane,0.971,40.521
1997,Assam,DARRANG,Rabi,Gram,0.339,0.221
1997,Assam,DARRANG,Rabi,Linseed,0.66,0.293
1997,Assam,DARRANG,Rabi,Wheat,3.665,4.021
1997,Assam,DARRANG,Summer,Rice,7.767,8.937
1997,Assam,DARRANG,Whole Year,Chillies,1.179,0.862
1997,Assam,DARRANG,Whole Year,Onion,0.594,1.485
1997,Assam,DARRANG,Whole Year,Potato,5.196,29.065
1997,Assam,DARRANG,Whole Year,Sesamum,0.928,0.572
1997,Assam,DARRANG,Whole Year,Sweet potato,0.424,1.06
1997,Assam,DARRANG,Whole Year,Tapioca,0.235,0.933
1997,Assam,DARRANG,Whole Year,Turmeric,0.871,0.53
1997,Assam,DARRANG,Winter,Rice,93.133,70.404
1998,Assam,DARRANG,Autumn,Rice,68.8,59.143
1998,Assam,DARRANG,Kharif,Castor seed,0.082,0.033
1998,Assam,DARRANG,Kharif,Cotton,0.04,0.019
1998,Assam,DARRANG,Kharif,Jute,8.6,80.308
1998,Assam,DARRANG,Kharif,Maize,0.805,0.492
1998,Assam,DARRANG,Kharif,Mesta,0.697,3.141
1998,Assam,DARRANG,Kharif,Sesamum,1.045,0.645
1998,Assam,DARRANG,Rabi,Gram,0.355,0.232
1998,Assam,DARRANG,Rabi,Linseed,0.67,0.291
1998,Assam,DARRANG,Rabi,Wheat,3.833,3.947
1998,Assam,DARRANG,Summer,Rice,7.795,10.605
1998,Assam,DARRANG,Whole Year,Banana,1.81,23.479
1998,Assam,DARRANG,Whole Year,Chillies,1.347,0.968
1998,Assam,DARRANG,Whole Year,Onion,0.535,1.338
1998,Assam,DARRANG,Whole Year,Potato,5.594,30.261
1998,Assam,DARRANG,Whole Year,Sugarcane,1.118,44.635
1998,Assam,DARRANG,Whole Year,Sweet potato,0.495,1.238
1998,Assam,DARRANG,Whole Year,Tapioca,0.41,1.678
1998,Assam,DARRANG,Whole Year,Turmeric,0.925,0.562
1998,Assam,DARRANG,Winter,Rice,82.291,104.485
1999,Assam,DARRANG,Autumn,Rice,68.7,61.025
1999,Assam,DARRANG,Kharif,Castor seed,0.077,0.03
1999,Assam,DARRANG,Kharif,Cotton,0.037,0.017
1999,Assam,DARRANG,Kharif,Jute,8.235,80.944
1999,Assam,DARRANG,Kharif,Maize,0.821,0.501
1999,Assam,DARRANG,Kharif,Mesta,0.621,2.792
1999,Assam,DARRANG,Kharif,Sesamum,1.055,0.652
1999,Assam,DARRANG,Rabi,Gram,0.255,0.166
1999,Assam,DARRANG,Rabi,Linseed,0.645,0.277
1999,Assam,DARRANG,Rabi,Wheat,4.35,5.21
1999,Assam,DARRANG,Summer,Rice,13.501,27.841
1999,Assam,DARRANG,Whole Year,Banana,1.89,24.511
1999,Assam,DARRANG,Whole Year,Chillies,1.364,0.979
1999,Assam,DARRANG,Whole Year,Onion,0.55,1.375
1999,Assam,DARRANG,Whole Year,Potato,7.196,55.405
1999,Assam,DARRANG,Whole Year,Sugarcane,1.08,39.488
1999,Assam,DARRANG,Whole Year,Sweet potato,0.5,1.251
1999,Assam,DARRANG,Whole Year,Tapioca,0.412,1.685
1999,Assam,DARRANG,Whole Year,Turmeric,0.92,0.558
1999,Assam,DARRANG,Winter,Rice,104.375,121.213
2000,Assam,DARRANG,Autumn,Rice,80.258,71.065
2000,Assam,DARRANG,Kharif,Castor seed,0.073,0.029
2000,Assam,DARRANG,Kharif,Cotton,0.031,0.014
2000,Assam,DARRANG,Kharif,Jute,9.96,75.308
2000,Assam,DARRANG,Kharif,Maize,0.801,0.489
2000,Assam,DARRANG,Kharif,Mesta,1.121,4.87
2000,Assam,DARRANG,Kharif,Sesamum,1.08,0.667
2000,Assam,DARRANG,Rabi,Gram,0.179,0.116
2000,Assam,DARRANG,Rabi,Linseed,0.625,0.288
2000,Assam,DARRANG,Rabi,Wheat,3.897,5.11
2000,Assam,DARRANG,Summer,Rice,16.1,23.684
2000,Assam,DARRANG,Whole Year,Banana,1.95,25.29
2000,Assam,DARRANG,Whole Year,Chillies,1.42,1.016
2000,Assam,DARRANG,Whole Year,Onion,0.56,1.4
2000,Assam,DARRANG,Whole Year,Potato,8.1,56.533
2000,Assam,DARRANG,Whole Year,Sugarcane,1.118,33.668
2000,Assam,DARRANG,Whole Year,Sweet potato,0.43,1.075
2000,Assam,DARRANG,Whole Year,Tapioca,0.398,1.618
2000,Assam,DARRANG,Whole Year,Turmeric,0.95,0.577
2000,Assam,DARRANG,Winter,Rice,104.475,153.306
2001,Assam,DARRANG,Autumn,Rice,77.72,86.816
2001,Assam,DARRANG,Kharif,Castor seed,0.061,0.024
2001,Assam,DARRANG,Kharif,Cotton,0.029,0.013
2001,Assam,DARRANG,Kharif,Jute,7.9,84.591
2001,Assam,DARRANG,Kharif,Maize,0.727,0.444
2001,Assam,DARRANG,Kharif,Mesta,0.899,3.952
2001,Assam,DARRANG,Kharif,Sesamum,1.097,0.677
2001,Assam,DARRANG,Rabi,Gram,0.169,0.11
2001,Assam,DARRANG,Rabi,Linseed,0.855,0.367
2001,Assam,DARRANG,Rabi,Moong(Green Gram),0.885,0.449
2001,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.535,0.894
2001,Assam,DARRANG,Rabi,Urad,4.555,2.584
2001,Assam,DARRANG,Rabi,Wheat,4.483,5.581
2001,Assam,DARRANG,Summer,Rice,16.47,33.01
2001,Assam,DARRANG,Whole Year,Banana,1.85,24.001
2001,Assam,DARRANG,Whole Year,Chillies,1.523,1.063
2001,Assam,DARRANG,Whole Year,Onion,0.605,1.513
2001,Assam,DARRANG,Whole Year,Potato,8.769,60.969
2001,Assam,DARRANG,Whole Year,Sugarcane,1.143,36.145
2001,Assam,DARRANG,Whole Year,Sweet potato,0.44,1.101
2001,Assam,DARRANG,Whole Year,Tapioca,0.456,1.847
2001,Assam,DARRANG,Whole Year,Turmeric,1.006,0.611
2001,Assam,DARRANG,Winter,Rice,94.0,148.207
2002,Assam,DARRANG,Autumn,Rice,62.722,62.64
2002,Assam,DARRANG,Kharif,Castor seed,0.056,0.022
2002,Assam,DARRANG,Kharif,Cotton,0.017,0.008
2002,Assam,DARRANG,Kharif,Jute,8.76,129.727
2002,Assam,DARRANG,Kharif,Maize,0.731,0.446
2002,Assam,DARRANG,Kharif,Mesta,0.712,3.098
2002,Assam,DARRANG,Kharif,Sesamum,1.035,0.638
2002,Assam,DARRANG,Rabi,Gram,0.186,0.121
2002,Assam,DARRANG,Rabi,Linseed,0.835,0.369
2002,Assam,DARRANG,Rabi,Moong(Green Gram),0.88,0.447
2002,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.525,0.893
2002,Assam,DARRANG,Rabi,Urad,4.4,2.19
2002,Assam,DARRANG,Rabi,Wheat,5.607,6.681
2002,Assam,DARRANG,Summer,Rice,16.0,30.154
2002,Assam,DARRANG,Whole Year,Banana,1.95,25.292
2002,Assam,DARRANG,Whole Year,Chillies,1.582,1.106
2002,Assam,DARRANG,Whole Year,Onion,0.62,1.55
2002,Assam,DARRANG,Whole Year,Orange,0.398,4.102
2002,Assam,DARRANG,Whole Year,Papaya,0.349,4.436
2002,Assam,DARRANG,Whole Year,Pineapple,0.52,7.767
2002,Assam,DARRANG,Whole Year,Potato,8.5,52.357
2002,Assam,DARRANG,Whole Year,Sugarcane,1.09,37.462
2002,Assam,DARRANG,Whole Year,Sweet potato,0.46,1.15
2002,Assam,DARRANG,Whole Year,Tapioca,0.331,1.363
2002,Assam,DARRANG,Whole Year,Turmeric,1.025,0.623
2002,Assam,DARRANG,Winter,Rice,91.815,112.768
2003,Assam,DARRANG,Autumn,Rice,58.34,60.241
2003,Assam,DARRANG,Kharif,Castor seed,0.023,0.009
2003,Assam,DARRANG,Kharif,Cotton,0.007,0.003
2003,Assam,DARRANG,Kharif,Jute,11.6,157.129
2003,Assam,DARRANG,Kharif,Maize,0.713,0.435
2003,Assam,DARRANG,Kharif,Mesta,0.796,3.454
2003,Assam,DARRANG,Kharif,Sesamum,1.07,0.66
2003,Assam,DARRANG,Rabi,Gram,0.187,0.121
2003,Assam,DARRANG,Rabi,Linseed,0.65,0.311
2003,Assam,DARRANG,Rabi,Moong(Green Gram),0.86,0.444
2003,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.841,1.113
2003,Assam,DARRANG,Rabi,Urad,4.4,2.465
2003,Assam,DARRANG,Rabi,Wheat,6.039,5.49
2003,Assam,DARRANG,Summer,Rice,13.159,21.88
2003,Assam,DARRANG,Whole Year,Banana,1.92,24.908
2003,Assam,DARRANG,Whole Year,Chillies,1.62,1.129
2003,Assam,DARRANG,Whole Year,Onion,0.62,1.55
2003,Assam,DARRANG,Whole Year,Orange,0.375,3.983
2003,Assam,DARRANG,Whole Year,Papaya,0.38,4.821
2003,Assam,DARRANG,Whole Year,Pineapple,0.605,9.103
2003,Assam,DARRANG,Whole Year,Potato,9.586,59.982
2003,Assam,DARRANG,Whole Year,Sugarcane,0.99,40.285
2003,Assam,DARRANG,Whole Year,Sweet potato,0.46,1.15
2003,Assam,DARRANG,Whole Year,Tapioca,0.315,1.297
2003,Assam,DARRANG,Whole Year,Turmeric,1.015,0.617
2003,Assam,DARRANG,Winter,Rice,85.117,133.238
2004,Assam,DARRANG,Autumn,Rice,60.0,33.992
2004,Assam,DARRANG,Kharif,Castor seed,0.008,0.003
2004,Assam,DARRANG,Kharif,Cotton,0.009,0.004
2004,Assam,DARRANG,Kharif,Jute,9.445,69.718
2004,Assam,DARRANG,Kharif,Mesta,0.74,3.21
2004,Assam,DARRANG,Kharif,Sesamum,0.996,0.615
2004,Assam,DARRANG,Rabi,Gram,0.155,0.101
2004,Assam,DARRANG,Rabi,Linseed,0.795,0.357
2004,Assam,DARRANG,Rabi,Moong(Green Gram),1.09,0.562
2004,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.402,0.872
2004,Assam,DARRANG,Rabi,Urad,3.983,3.426
2004,Assam,DARRANG,Rabi,Wheat,6.2,5.439
2004,Assam,DARRANG,Summer,Rice,10.581,18.529
2004,Assam,DARRANG,Whole Year,Chillies,1.05,0.695
2004,Assam,DARRANG,Whole Year,Onion,0.625,1.563
2004,Assam,DARRANG,Whole Year,Potato,9.781,96.457
2004,Assam,DARRANG,Whole Year,Sugarcane,1.08,37.38
2004,Assam,DARRANG,Whole Year,Sweet potato,0.5,1.25
2004,Assam,DARRANG,Whole Year,Turmeric,0.878,0.535
2004,Assam,DARRANG,Winter,Rice,74.305,103.631
2005,Assam,DARRANG,Autumn,Rice,33.0,43.188
2005,Assam,DARRANG,Kharif,Castor seed,0.004,0.002
2005,Assam,DARRANG,Kharif,Cotton,0.006,0.003
2005,Assam,DARRANG,Kharif,Jute,4.0,35.067
2005,Assam,DARRANG,Kharif,Maize,0.45,0.271
2005,Assam,DARRANG,Kharif,Mesta,0.205,0.958
2005,Assam,DARRANG,Kharif,Sesamum,0.336,0.207
2005,Assam,DARRANG,Rabi,Gram,0.117,0.076
2005,Assam,DARRANG,Rabi,Linseed,0.266,0.139
2005,Assam,DARRANG,Rabi,Moong(Green Gram),0.469,0.238
2005,Assam,DARRANG,Rabi,Peas & beans (Pulses),0.625,0.444
2005,Assam,DARRANG,Rabi,Urad,1.954,0.586
2005,Assam,DARRANG,Rabi,Wheat,1.527,2.214
2005,Assam,DARRANG,Summer,Rice,1.527,2.692
2005,Assam,DARRANG,Whole Year,Banana,1.47,19.11
2005,Assam,DARRANG,Whole Year,Chillies,0.61,0.454
2005,Assam,DARRANG,Whole Year,Onion,0.313,0.783
2005,Assam,DARRANG,Whole Year,Potato,1.71,9.441
2005,Assam,DARRANG,Whole Year,Sugarcane,0.469,13.245
2005,Assam,DARRANG,Whole Year,Sweet potato,0.235,0.588
2005,Assam,DARRANG,Whole Year,Tapioca,0.05,0.194
2005,Assam,DARRANG,Whole Year,Turmeric,0.344,0.208
2005,Assam,DARRANG,Winter,Rice,40.639,62.966
2006,Assam,DARRANG,Autumn,Rice,19.861,22.279
2006,Assam,DARRANG,Kharif,Castor seed,0.004,0.002
2006,Assam,DARRANG,Kharif,Cotton,0.001,0.001
2006,Assam,DARRANG,Kharif,Jute,3.082,19.982
2006,Assam,DARRANG,Kharif,Maize,0.274,0.165
2006,Assam,DARRANG,Kharif,Mesta,0.154,0.72
2006,Assam,DARRANG,Kharif,Sesamum,0.351,0.217
2006,Assam,DARRANG,Rabi,Gram,0.045,0.029
2006,Assam,DARRANG,Rabi,Linseed,0.343,0.18
2006,Assam,DARRANG,Rabi,Moong(Green Gram),0.24,0.122
2006,Assam,DARRANG,Rabi,Peas & beans (Pulses),0.397,0.282
2006,Assam,DARRANG,Rabi,Urad,1.507,0.451
2006,Assam,DARRANG,Rabi,Wheat,1.438,1.766
2006,Assam,DARRANG,Summer,Rice,4.452,9.153
2006,Assam,DARRANG,Whole Year,Banana,0.257,3.341
2006,Assam,DARRANG,Whole Year,Chillies,0.699,0.521
2006,Assam,DARRANG,Whole Year,Onion,0.295,0.738
2006,Assam,DARRANG,Whole Year,Potato,2.74,24.408
2006,Assam,DARRANG,Whole Year,Sugarcane,0.24,7.594
2006,Assam,DARRANG,Whole Year,Sweet potato,0.206,0.515
2006,Assam,DARRANG,Whole Year,Tapioca,0.034,0.132
2006,Assam,DARRANG,Whole Year,Turmeric,0.24,0.145
2006,Assam,DARRANG,Winter,Rice,26.025,36.479
2007,Assam,DARRANG,Autumn,Rice,13.275,15.832
2007,Assam,DARRANG,Kharif,Castor seed,0.004,0.002
2007,Assam,DARRANG,Kharif,Jute,2.534,17.752
2007,Assam,DARRANG,Kharif,Maize,0.271,0.163
2007,Assam,DARRANG,Kharif,Mesta,0.171,0.799
2007,Assam,DARRANG,Kharif,Sesamum,0.394,0.243
2007,Assam,DARRANG,Rabi,Gram,0.024,0.016
2007,Assam,DARRANG,Rabi,Linseed,0.325,0.17
2007,Assam,DARRANG,Rabi,Moong(Green Gram),0.325,0.165
2007,Assam,DARRANG,Rabi,Peas & beans (Pulses),0.932,0.662
2007,Assam,DARRANG,Rabi,Urad,1.986,0.683
2007,Assam,DARRANG,Rabi,Wheat,2.005,2.109
2007,Assam,DARRANG,Summer,Rice,12.328,29.205
2007,Assam,DARRANG,Whole Year,Banana,1.041,13.533
2007,Assam,DARRANG,Whole Year,Black pepper,0.034,0.052
2007,Assam,DARRANG,Whole Year,Chillies,0.801,0.597
2007,Assam,DARRANG,Whole Year,Ginger,0.257,1.703
2007,Assam,DARRANG,Whole Year,Onion,0.325,0.813
2007,Assam,DARRANG,Whole Year,Potato,3.15,14.09
2007,Assam,DARRANG,Whole Year,Sugarcane,0.337,11.694
2007,Assam,DARRANG,Whole Year,Sweet potato,0.125,0.312
2007,Assam,DARRANG,Whole Year,Tapioca,0.014,0.054
2007,Assam,DARRANG,Whole Year,Turmeric,0.329,0.199
2007,Assam,DARRANG,Winter,Rice,33.086,51.623
2008,Assam,DARRANG,Autumn,Rice,12.362,16.859
2008,Assam,DARRANG,Kharif,Castor seed,0.005,0.002
2008,Assam,DARRANG,Kharif,Cotton,0.006,0.003
2008,Assam,DARRANG,Kharif,Jute,3.26,21.371
2008,Assam,DARRANG,Kharif,Maize,0.277,0.167
2008,Assam,DARRANG,Kharif,Mesta,0.283,1.322
2008,Assam,DARRANG,Kharif,Sesamum,0.64,0.394
2008,Assam,DARRANG,Rabi,Blackgram,3.2,1.277
2008,Assam,DARRANG,Rabi,Gram,0.042,0.027
2008,Assam,DARRANG,Rabi,Linseed,0.523,0.274
2008,Assam,DARRANG,Rabi,Moong(Green Gram),0.177,0.09
2008,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.313,0.932
2008,Assam,DARRANG,Rabi,Urad,3.2,1.277
2008,Assam,DARRANG,Rabi,Wheat,2.341,2.013
2008,Assam,DARRANG,Summer,Rice,19.078,46.016
2008,Assam,DARRANG,Whole Year,Banana,1.031,14.64
2008,Assam,DARRANG,Whole Year,Black pepper,0.045,0.069
2008,Assam,DARRANG,Whole Year,Chillies,0.651,0.484
2008,Assam,DARRANG,Whole Year,Ginger,0.415,2.749
2008,Assam,DARRANG,Whole Year,Onion,0.275,0.688
2008,Assam,DARRANG,Whole Year,Potato,5.257,27.741
2008,Assam,DARRANG,Whole Year,Sugarcane,0.477,18.441
2008,Assam,DARRANG,Whole Year,Sweet potato,0.185,0.463
2008,Assam,DARRANG,Whole Year,Tapioca,0.013,0.05
2008,Assam,DARRANG,Whole Year,Turmeric,0.558,0.338
2008,Assam,DARRANG,Winter,Rice,48.213,81.778
2009,Assam,DARRANG,Autumn,Rice,14.624,10.676
2009,Assam,DARRANG,Kharif,Cotton,0.003,0.001
2009,Assam,DARRANG,Kharif,Jute,4.203,42.217
2009,Assam,DARRANG,Kharif,Maize,1.25,0.754
2009,Assam,DARRANG,Kharif,Mesta,0.433,2.023
2009,Assam,DARRANG,Kharif,Sesamum,0.656,0.405
2009,Assam,DARRANG,Rabi,Banana,1.487,19.926
2009,Assam,DARRANG,Rabi,Gram,0.042,0.027
2009,Assam,DARRANG,Rabi,Linseed,0.525,0.275
2009,Assam,DARRANG,Rabi,Moong(Green Gram),0.16,0.081
2009,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.343,0.954
2009,Assam,DARRANG,Rabi,Urad,1.956,0.839
2009,Assam,DARRANG,Rabi,Wheat,3.027,2.945
2009,Assam,DARRANG,Summer,Rice,19.192,46.521
2009,Assam,DARRANG,Whole Year,Banana,1.487,19.926
2009,Assam,DARRANG,Whole Year,Black pepper,0.045,0.069
2009,Assam,DARRANG,Whole Year,Chillies,0.587,0.437
2009,Assam,DARRANG,Whole Year,Ginger,0.402,2.663
2009,Assam,DARRANG,Whole Year,Onion,0.268,0.67
2009,Assam,DARRANG,Whole Year,Potato,5.094,37.981
2009,Assam,DARRANG,Whole Year,Sugarcane,0.563,22.254
2009,Assam,DARRANG,Whole Year,Sweet potato,0.183,0.458
2009,Assam,DARRANG,Whole Year,Turmeric,0.529,0.32
2009,Assam,DARRANG,Winter,Rice,45.54,72.682
2010,Assam,DARRANG,Autumn,Rice,14.941,20.783
2010,Assam,DARRANG,Kharif,Castor seed,0.002,0.001
2010,Assam,DARRANG,Kharif,Cotton,0.004,0.002
2010,Assam,DARRANG,Kharif,Jute,3.115,23.086
2010,Assam,DARRANG,Kharif,Maize,1.745,1.052
2010,Assam,DARRANG,Kharif,Mesta,0.434,2.028
2010,Assam,DARRANG,Kharif,Sesamum,0.701,0.433
2010,Assam,DARRANG,Rabi,Banana,1.604,21.678
2010,Assam,DARRANG,Rabi,Gram,0.047,0.031
2010,Assam,DARRANG,Rabi,Linseed,0.521,0.273
2010,Assam,DARRANG,Rabi,Moong(Green Gram),0.217,0.11
2010,Assam,DARRANG,Rabi,Peas & beans (Pulses),1.949,1.384
2010,Assam,DARRANG,Rabi,Urad,1.94,0.662
2010,Assam,DARRANG,Rabi,Wheat,2.917,5.236
2010,Assam,DARRANG,Summer,Rice,21.0,56.679
2010,Assam,DARRANG,Whole Year,Banana,1.604,21.678
2010,Assam,DARRANG,Whole Year,Black pepper,0.038,0.059
2010,Assam,DARRANG,Whole Year,Chillies,0.68,0.507
2010,Assam,DARRANG,Whole Year,Ginger,0.39,2.584
2010,Assam,DARRANG,Whole Year,Onion,0.302,0.755
2010,Assam,DARRANG,Whole Year,Potato,4.989,37.961
2010,Assam,DARRANG,Whole Year,Sugarcane,0.609,23.402
2010,Assam,DARRANG,Whole Year,Sweet potato,0.2,0.5
2010,Assam,DARRANG,Whole Year,Turmeric,0.566,0.342
2010,Assam,DARRANG,Winter,Rice,49.36,110.863
2011,Assam,DARRANG,Autumn,Rice,11.823,19.359
2011,Assam,DARRANG,Kharif,Castor seed,0.005,0.002
2011,Assam,DARRANG,Kharif,Cotton,0.001,0.001
2011,Assam,DARRANG,Kharif,Jute,3.874,38.503
2011,Assam,DARRANG,Kharif,Maize,2.237,1.528
2011,Assam,DARRANG,Kharif,Mesta,0.343,1.105
2011,Assam,DARRANG,Kharif,Orange,0.035,0.374
2011,Assam,DARRANG,Kharif,Papaya,0.221,2.825
2011,Assam,DARRANG,Kharif,Sesamum,0.75,0.563
2011,Assam,DARRANG,Rabi,Black pepper,0.033,0.051
2011,Assam,DARRANG,Rabi,Chillies,0.868,0.672
2011,Assam,DARRANG,Rabi,Ginger,0.392,2.643
2011,Assam,DARRANG,Rabi,Gram,0.04,0.026
2011,Assam,DARRANG,Rabi,Linseed,0.5,0.293
2011,Assam,DARRANG,Rabi,Moong(Green Gram),0.498,0.284
2011,Assam,DARRANG,Rabi,Peas & beans (Pulses),2.049,1.508
2011,Assam,DARRANG,Rabi,Pineapple,0.125,1.909
2011,Assam,DARRANG,Rabi,Sweet potato,0.256,0.655
2011,Assam,DARRANG,Rabi,Urad,2.01,0.675
2011,Assam,DARRANG,Rabi,Wheat,2.082,2.455
2011,Assam,DARRANG,Summer,Rice,19.394,56.669
